Agent_ID,Age,essential_worker,HouseID,WorkPlaceID,HospitalID,CemeteryID,Neighbourhood_ID
107,21,0,2297,149,1,1,23
108,32,0,1932,231,2,1,20
109,3,0,1936,63,1,1,20
110,19,0,875,227,2,1,9
111,21,0,928,93,2,1,9
112,0,0,2479,178,2,1,25
113,13,0,55,83,1,1,1
114,32,0,1406,35,1,1,14
115,55,0,1316,26,1,1,13
116,32,0,553,208,1,1,5
117,49,0,1371,108,1,1,14
118,9,0,954,70,2,1,10
119,23,0,661,62,1,1,7
120,40,0,318,35,1,1,3
121,44,0,1209,144,2,1,12
122,32,0,367,226,2,1,4
123,21,0,2213,219,2,1,22
124,11,0,448,229,2,1,5
125,32,0,1628,221,2,1,16
126,39,0,1953,153,1,1,20
127,4,0,752,38,2,1,7
128,7,0,386,232,2,1,4
129,33,0,1112,165,2,1,11
130,42,0,1671,220,2,1,17
131,0,0,2399,168,2,1,24
132,41,0,484,133,1,1,5
133,52,0,1480,72,2,1,15
134,11,0,2019,191,1,1,20
135,42,0,924,240,2,1,9
136,10,0,618,172,2,1,6
137,32,0,593,174,2,1,6
138,35,0,2319,144,1,1,23
139,45,0,818,131,2,1,8
140,33,0,1413,195,2,1,14
141,39,0,1114,73,2,1,11
142,63,0,2426,220,1,1,24
143,1,0,1100,168,2,1,11
144,18,0,2101,77,1,1,21
145,15,0,1562,86,2,1,16
146,29,0,2195,220,2,1,22
147,44,0,538,94,2,1,5
148,44,0,140,138,2,1,2
149,26,0,596,62,2,1,6
150,44,0,2031,91,2,1,21
151,31,0,403,210,1,1,4
152,3,0,913,5,2,1,9
153,31,0,1141,218,2,1,11
154,18,0,2007,79,2,1,20
155,8,0,979,240,1,1,10
156,54,0,1257,201,2,1,13
157,26,0,2302,24,2,1,23
158,29,0,827,205,1,1,8
159,29,0,711,194,1,1,7
160,14,0,656,172,1,1,7
161,13,0,2139,122,1,1,22
162,13,0,1467,207,1,1,15
163,26,0,1272,26,1,1,13
164,16,0,1211,121,1,1,12
165,42,0,424,94,2,1,4
166,26,0,28,236,2,1,1
167,51,0,2050,169,1,1,21
168,37,0,580,214,1,1,6
169,56,0,1065,46,1,1,11
170,16,0,288,123,2,1,3
171,35,0,115,45,1,1,2
172,25,0,1158,90,2,1,12
173,32,0,955,60,1,1,10
174,17,0,371,110,1,1,4
175,4,0,2125,199,2,1,21
176,66,0,1289,112,1,1,13
177,34,0,1912,63,1,1,19
178,23,0,1183,68,1,1,12
179,26,0,250,99,2,1,3
180,19,0,1729,123,2,1,17
181,58,0,212,134,1,1,2
182,4,0,522,52,1,1,5
183,33,0,38,146,2,1,1
184,22,0,1534,25,1,1,16
185,50,0,1945,19,2,1,20
186,78,0,1699,14,1,1,17
187,18,0,952,242,2,1,10
188,1,0,1274,117,1,1,13
189,37,0,1350,30,2,1,14
190,11,0,1200,91,2,1,12
191,53,0,226,116,1,1,3
192,57,0,1005,4,2,1,10
193,37,0,1014,172,2,1,10
194,41,0,1654,235,2,1,17
195,58,0,461,132,1,1,5
196,34,0,244,24,1,1,3
197,62,0,2464,177,2,1,24
198,22,0,1693,244,2,1,17
199,21,0,2014,218,1,1,20
200,54,0,577,182,2,1,6
201,10,0,936,27,2,1,10
202,12,0,851,88,2,1,8
203,26,0,1864,139,2,1,19
204,4,0,2499,62,1,1,25
205,46,0,112,234,1,1,2
206,30,0,918,187,2,1,9
207,4,0,702,247,1,1,7
208,24,0,106,68,1,1,1
209,61,0,122,41,2,1,2
210,73,0,1971,112,2,1,20
211,27,0,351,113,1,1,4
212,1,0,204,110,1,1,2
213,0,0,110,69,1,1,2
214,39,0,1140,168,2,1,11
215,0,0,1187,241,1,1,12
216,20,0,2404,24,2,1,24
217,74,0,1927,13,2,1,20
218,14,0,1455,121,2,1,15
219,4,0,629,62,2,1,6
220,29,0,1982,164,2,1,20
221,90,0,635,163,2,1,6
222,70,0,2137,36,2,1,22
223,28,0,1174,207,2,1,12
224,65,0,1380,219,1,1,14
225,48,0,1110,73,2,1,11
226,48,0,1019,207,2,1,10
227,51,0,1560,121,2,1,16
228,22,0,421,202,1,1,4
229,59,0,404,153,2,1,4
230,2,0,139,183,2,1,2
231,54,0,398,91,2,1,4
232,25,0,2110,25,2,1,21
233,74,0,679,19,1,1,7
234,42,0,1632,84,1,1,16
235,20,0,862,17,2,1,8
236,26,0,1350,72,2,1,14
237,18,0,2,36,2,1,1
238,59,0,1352,142,2,1,14
239,31,0,384,153,2,1,4
240,41,0,719,60,1,1,7
241,39,0,789,242,2,1,8
242,47,0,1638,193,1,1,16
243,17,0,2251,223,2,1,23
244,17,0,1202,78,2,1,12
245,8,0,474,241,1,1,5
246,31,0,909,47,2,1,9
247,24,0,2356,12,2,1,24
248,40,0,324,119,1,1,3
249,14,0,821,178,2,1,8
250,24,0,250,15,1,1,3
251,46,0,2111,159,1,1,21
252,39,0,1294,19,2,1,13
253,60,0,1017,60,2,1,10
254,29,0,1853,147,1,1,19
255,57,0,1000,108,2,1,10
256,3,0,370,198,1,1,4
257,42,0,319,42,2,1,3
258,3,0,1393,246,2,1,14
259,11,0,1424,160,1,1,15
260,14,0,649,232,2,1,7
261,38,0,949,170,1,1,10
262,23,0,1861,118,2,1,19
263,56,0,2200,202,2,1,22
264,18,0,1715,157,1,1,17
265,39,0,2037,70,2,1,21
266,88,0,281,53,1,1,3
267,1,0,1954,34,1,1,20
268,34,0,1977,172,1,1,20
269,17,0,2136,7,2,1,22
270,34,0,1847,9,2,1,19
271,12,0,2075,109,1,1,21
272,8,0,1300,234,1,1,13
273,34,0,1213,46,1,1,12
274,59,0,497,133,1,1,5
275,9,0,706,38,2,1,7
276,22,0,1606,53,2,1,16
277,32,0,1479,180,2,1,15
278,28,0,329,107,1,1,3
279,22,0,2433,86,2,1,24
280,33,0,1872,233,2,1,19
281,26,0,2377,182,1,1,24
282,17,0,975,136,1,1,10
283,58,0,812,138,2,1,8
284,12,0,2106,26,1,1,21
285,0,0,2449,62,2,1,24
286,24,0,1631,150,2,1,16
287,28,0,1438,23,2,1,15
288,33,0,265,76,2,1,3
289,44,0,703,103,2,1,7
290,28,0,502,51,2,1,5
291,49,0,1795,142,1,1,18
292,8,0,2258,37,1,1,23
293,41,0,354,98,2,1,4
294,23,0,669,166,1,1,7
295,0,0,427,202,2,1,4
296,44,0,1610,109,1,1,16
297,39,0,1241,141,2,1,12
298,55,0,614,44,2,1,6
299,12,0,411,222,2,1,4
300,32,0,776,165,1,1,7
301,26,0,310,115,2,1,3
302,53,0,1799,85,2,1,18
303,38,0,1041,174,1,1,11
304,61,0,1375,64,2,1,14
305,37,0,1036,99,1,1,11
306,42,0,1748,27,2,1,18
307,7,0,1030,5,1,1,10
308,4,0,2455,144,1,1,24
309,81,0,1857,208,1,1,19
310,12,0,1389,247,1,1,14
311,32,0,1329,56,1,1,13
312,50,0,141,212,1,1,2
313,30,0,1150,57,2,1,12
314,49,0,849,8,1,1,8
315,28,0,2126,100,1,1,21
316,35,0,971,131,1,1,10
317,31,0,653,36,1,1,7
318,18,0,189,57,1,1,2
319,43,0,1033,174,1,1,11
320,59,0,111,238,1,1,2
321,23,0,885,19,2,1,9
322,42,0,1636,86,1,1,16
323,9,0,2254,91,2,1,23
324,43,0,882,37,2,1,9
325,62,0,2225,193,2,1,23
326,38,0,1958,101,2,1,20
327,29,0,758,198,2,1,7
328,20,0,664,93,1,1,7
329,21,0,1835,211,2,1,19
330,31,0,1050,53,1,1,11
331,17,0,2404,185,2,1,24
332,19,0,73,1,2,1,1
333,21,0,607,81,1,1,6
334,41,0,108,231,2,1,1
335,17,0,324,212,1,1,3
336,41,0,1131,51,1,1,11
337,9,0,204,214,2,1,2
338,43,0,2381,57,1,1,24
339,12,0,1596,93,1,1,16
340,13,0,817,199,1,1,8
341,49,0,2441,8,1,1,24
342,6,0,2056,10,1,1,21
343,34,0,1020,56,2,1,10
344,26,0,527,189,2,1,5
345,51,0,2035,174,2,1,21
346,85,0,511,85,1,1,5
347,16,0,1094,245,2,1,11
348,23,0,1208,73,1,1,12
349,42,0,781,222,2,1,8
350,3,0,2456,189,2,1,24
351,26,0,1484,106,2,1,15
352,9,0,2260,160,1,1,23
353,43,0,1837,104,2,1,19
354,22,0,2163,214,2,1,22
355,59,0,1552,109,1,1,16
356,48,0,851,105,1,1,8
357,13,0,1501,89,1,1,15
358,27,0,1754,229,2,1,18
359,16,0,623,84,2,1,6
360,34,0,2039,98,2,1,21
361,31,0,348,25,1,1,4
362,4,0,2467,87,1,1,24
363,14,0,1547,185,2,1,16
364,15,0,1519,85,1,1,16
365,74,0,1823,143,2,1,18
366,3,0,297,77,1,1,3
367,45,0,348,240,1,1,4
368,30,0,2018,207,1,1,20
369,25,0,717,124,1,1,7
370,37,0,220,90,1,1,3
371,38,0,2384,193,2,1,24
372,89,0,1872,153,2,1,19
373,7,0,670,234,2,1,7
374,3,0,21,156,1,1,1
375,30,0,646,141,2,1,7
376,22,0,424,25,1,1,4
377,30,0,29,31,2,1,1
378,14,0,1692,200,1,1,17
379,1,0,842,10,2,1,8
380,39,0,1233,243,2,1,12
381,40,0,2284,159,2,1,23
382,29,0,853,182,1,1,8
383,27,0,2143,108,1,1,22
384,9,0,690,90,2,1,7
385,17,0,1285,145,2,1,13
386,33,0,2003,33,1,1,20
387,25,0,735,243,1,1,7
388,74,0,1030,149,2,1,10
389,39,0,777,156,2,1,7
390,23,0,927,98,2,1,9
391,21,0,1069,33,2,1,11
392,35,0,447,26,1,1,5
393,30,0,1617,90,1,1,16
394,26,0,1618,223,2,1,16
395,45,0,1888,200,2,1,19
396,14,0,731,64,1,1,7
397,4,0,1173,126,1,1,12
398,12,0,1136,91,2,1,11
399,24,0,2367,82,2,1,24
400,44,0,1046,147,1,1,11
401,37,0,1851,20,2,1,19
402,21,0,275,184,2,1,3
403,28,0,1862,26,2,1,19
404,9,0,657,77,1,1,7
405,32,0,2287,44,2,1,23
406,20,0,924,123,1,1,9
407,27,0,2346,181,2,1,24
408,19,0,1853,142,2,1,19
409,15,0,1459,178,2,1,15
410,20,0,23,151,2,1,1
411,2,0,1351,159,2,1,14
412,0,0,1837,151,2,1,19
413,33,0,756,41,1,1,7
414,28,0,1638,26,1,1,16
415,21,0,701,120,1,1,7
416,57,0,564,101,2,1,6
417,17,0,1165,219,1,1,12
418,10,0,1034,41,2,1,11
419,54,0,1068,184,2,1,11
420,57,0,225,181,1,1,3
421,2,0,2276,99,1,1,23
422,46,0,1536,212,1,1,16
423,86,0,2326,55,2,1,23
424,6,0,1496,39,2,1,15
425,22,0,590,146,1,1,6
426,36,0,895,36,2,1,9
427,15,0,309,219,1,1,3
428,22,0,1023,110,2,1,10
429,68,0,162,94,1,1,2
430,43,0,2020,177,1,1,20
431,36,0,461,24,1,1,5
432,19,0,376,60,1,1,4
433,71,0,857,121,2,1,8
434,49,0,95,79,1,1,1
435,48,0,1266,94,1,1,13
436,25,0,1133,142,2,1,11
437,53,0,2051,62,2,1,21
438,53,0,2225,236,1,1,23
439,20,0,2473,99,1,1,24
440,31,0,1094,69,1,1,11
441,5,0,128,207,1,1,2
442,18,0,1961,226,1,1,20
443,58,0,877,139,1,1,9
444,19,0,2123,66,1,1,21
445,31,0,1619,70,2,1,16
446,12,0,508,41,1,1,5
447,15,0,873,177,2,1,9
448,52,0,793,93,2,1,8
449,21,0,618,65,2,1,6
450,30,0,437,228,2,1,5
451,74,0,220,249,1,1,3
452,31,0,917,227,1,1,9
453,45,0,1440,33,2,1,15
454,27,0,1778,108,1,1,18
455,13,0,1773,214,1,1,18
456,16,0,1609,244,2,1,16
457,40,0,1677,90,2,1,17
458,12,0,2314,138,2,1,23
459,5,0,376,17,1,1,4
460,26,0,2404,57,2,1,24
461,65,0,475,61,1,1,5
462,14,0,592,179,1,1,6
463,68,0,108,199,1,1,1
464,5,0,482,188,2,1,5
465,16,0,200,107,2,1,2
466,4,0,685,7,1,1,7
467,41,0,1877,213,2,1,19
468,14,0,1196,220,2,1,12
469,4,0,1890,173,2,1,19
470,15,0,746,85,2,1,7
471,72,0,1662,119,1,1,17
472,31,0,1854,153,2,1,19
473,14,0,2394,36,2,1,24
474,37,0,1815,220,1,1,18
475,40,0,1767,154,1,1,18
476,67,0,1528,65,2,1,16
477,30,0,2444,28,1,1,24
478,25,0,1186,173,1,1,12
479,49,0,66,233,2,1,1
480,60,0,2247,65,1,1,23
481,31,0,2162,13,1,1,22
482,19,0,32,200,2,1,1
483,26,0,992,213,2,1,10
484,17,0,1465,70,1,1,15
485,46,0,1328,232,2,1,13
486,39,0,215,160,1,1,2
487,6,0,2383,40,2,1,24
488,71,0,43,175,1,1,1
489,44,0,1434,181,1,1,15
490,34,0,1929,18,2,1,20
491,27,0,1034,93,2,1,11
492,25,0,1814,7,1,1,18
493,30,0,328,52,1,1,3
494,33,0,2481,222,2,1,25
495,51,0,573,51,1,1,6
496,46,0,797,12,2,1,8
497,46,0,1660,246,1,1,17
498,13,0,1213,35,1,1,12
499,49,0,2480,121,1,1,25
500,66,0,2471,124,2,1,24
501,5,0,2447,129,1,1,24
502,31,0,2398,71,2,1,24
503,10,0,886,188,1,1,9
504,24,0,2126,84,2,1,21
505,13,0,2269,89,2,1,23
506,22,0,558,152,1,1,6
507,7,0,2085,217,1,1,21
508,67,0,1999,142,1,1,20
509,14,0,824,122,1,1,8
510,24,0,1909,13,1,1,19
511,8,0,2271,119,1,1,23
512,64,0,512,44,1,1,5
513,58,0,1854,19,2,1,19
514,10,0,599,53,1,1,6
515,24,0,2417,176,2,1,24
516,25,0,505,51,2,1,5
517,12,0,751,178,1,1,7
518,34,0,2127,69,1,1,21
519,8,0,311,7,2,1,3
520,38,0,2405,38,2,1,24
521,55,0,1129,54,2,1,11
522,24,0,697,237,2,1,7
523,23,0,7,192,2,1,1
524,42,0,1085,175,1,1,11
525,13,0,2231,204,1,1,23
526,81,0,1734,52,2,1,17
527,14,0,572,26,1,1,6
528,53,0,1056,42,2,1,11
529,2,0,2425,21,1,1,24
530,38,0,1222,193,1,1,12
531,38,0,486,99,1,1,5
532,10,0,899,112,1,1,9
533,26,1,1473,213,1,1,15
534,9,0,685,206,2,1,7
535,21,0,2023,129,1,1,20
536,27,0,177,35,1,1,2
537,58,0,1073,141,1,1,11
538,19,0,2356,38,2,1,24
539,60,0,295,62,1,1,3
540,20,0,1074,196,1,1,11
541,40,0,1259,236,2,1,13
542,27,0,743,120,2,1,7
543,49,0,864,59,2,1,9
544,7,0,1960,230,2,1,20
545,8,0,1429,19,2,1,15
546,21,0,2247,7,1,1,23
547,47,0,1049,14,2,1,11
548,33,0,2140,151,2,1,22
549,61,0,1221,142,2,1,12
550,1,0,375,207,1,1,4
551,24,0,1895,201,2,1,19
552,17,0,2226,148,1,1,23
553,23,0,2404,34,2,1,24
554,10,0,513,115,2,1,5
555,20,0,407,192,2,1,4
556,14,0,2341,44,2,1,24
557,37,0,13,105,1,1,1
558,28,0,1505,228,2,1,15
559,32,0,1916,66,2,1,19
560,5,0,1572,224,1,1,16
561,39,0,666,86,1,1,7
562,38,0,2238,211,2,1,23
563,13,0,962,47,1,1,10
564,23,0,1578,156,2,1,16
565,6,0,2138,122,1,1,22
566,8,0,1898,238,2,1,19
567,49,0,902,178,1,1,9
568,0,0,1534,44,1,1,16
569,34,0,1239,133,2,1,12
570,74,0,1649,24,1,1,17
571,8,0,2033,173,2,1,21
572,7,0,2150,150,1,1,22
573,16,0,539,44,2,1,5
574,12,0,1008,48,1,1,10
575,19,0,2156,54,1,1,22
576,55,0,1573,220,1,1,16
577,71,0,2276,247,2,1,23
578,34,0,1999,142,2,1,20
579,11,0,660,202,2,1,7
580,4,0,766,238,2,1,7
581,68,0,610,216,2,1,6
582,26,0,1920,131,1,1,19
583,8,0,1277,17,1,1,13
584,28,0,2407,131,2,1,24
585,7,0,937,146,1,1,10
586,16,0,1423,211,2,1,15
587,89,0,666,119,1,1,7
588,52,0,2183,229,2,1,22
589,36,0,1147,150,2,1,12
590,26,0,229,43,2,1,3
591,37,0,1708,91,1,1,17
592,11,0,1379,180,2,1,14
593,12,0,1530,20,1,1,16
594,20,0,1342,86,1,1,13
595,6,0,1862,226,1,1,19
596,40,0,1323,177,2,1,13
597,4,0,1681,199,2,1,17
598,15,0,963,161,1,1,10
599,17,0,2379,55,2,1,24
600,33,0,1513,41,1,1,15
601,64,0,299,79,2,1,3
602,96,0,1614,99,1,1,16
603,23,0,2009,86,2,1,20
604,20,0,101,93,2,1,1
605,99,0,226,239,1,1,3
606,41,0,607,56,1,1,6
607,13,0,1769,228,1,1,18
608,21,0,770,119,2,1,7
609,21,0,2260,240,2,1,23
610,10,0,1443,193,1,1,15
611,0,0,459,32,2,1,5
612,79,0,1160,224,1,1,12
613,30,0,2336,155,2,1,24
614,25,0,924,67,1,1,9
615,33,0,473,78,1,1,5
616,8,0,1671,203,1,1,17
617,20,0,1320,170,1,1,13
618,23,0,64,158,2,1,1
619,15,0,2427,45,1,1,24
620,62,0,2297,99,1,1,23
621,60,0,858,60,2,1,8
622,42,0,834,66,2,1,8
623,30,0,582,102,2,1,6
624,67,0,66,101,1,1,1
625,10,0,115,64,2,1,2
626,76,0,1335,143,1,1,13
627,51,0,1744,205,2,1,18
628,23,0,1688,231,2,1,17
629,8,0,1989,231,1,1,20
630,31,0,1729,147,1,1,17
631,8,0,1589,129,1,1,16
632,22,0,2032,146,1,1,21
633,16,0,212,93,1,1,2
634,46,0,268,147,1,1,3
635,36,0,1152,70,1,1,12
636,40,0,2279,106,2,1,23
637,30,0,1329,161,2,1,13
638,53,0,1796,51,1,1,18
639,39,0,1148,157,1,1,12
640,26,0,1107,19,1,1,11
641,7,0,464,101,1,1,5
642,74,0,320,83,2,1,3
643,34,0,664,77,1,1,7
644,58,0,1422,161,2,1,15
645,46,0,28,186,2,1,1
646,47,0,879,190,1,1,9
647,28,0,1278,16,1,1,13
648,3,0,2425,139,1,1,24
649,14,0,1422,213,2,1,15
650,22,0,2132,115,2,1,22
651,58,0,1329,87,2,1,13
652,34,0,622,223,1,1,6
653,46,0,2414,72,1,1,24
654,52,0,116,179,2,1,2
655,42,0,1783,74,2,1,18
656,13,0,1744,88,2,1,18
657,29,0,2074,240,1,1,21
658,42,0,1635,249,2,1,16
659,25,0,795,103,2,1,8
660,54,0,79,144,2,1,1
661,32,0,392,198,2,1,4
662,22,0,28,215,2,1,1
663,44,0,2192,162,1,1,22
664,35,0,1733,201,2,1,17
665,3,0,562,71,2,1,6
666,70,0,2445,8,1,1,24
667,20,0,934,162,1,1,9
668,36,0,2352,180,2,1,24
669,2,0,2367,30,1,1,24
670,48,0,706,227,2,1,7
671,5,0,1142,120,1,1,11
672,63,0,2031,184,2,1,21
673,56,0,860,37,1,1,8
674,15,0,1143,154,1,1,11
675,41,0,677,188,1,1,7
676,62,0,597,51,2,1,6
677,79,0,1265,100,2,1,13
678,18,0,28,1,2,1,1
679,44,0,1303,57,1,1,13
680,32,0,217,96,2,1,3
681,6,0,2218,94,2,1,22
682,27,0,235,217,2,1,3
683,27,0,2024,44,2,1,20
684,14,0,837,151,1,1,8
685,24,0,720,209,1,1,7
686,12,0,543,143,1,1,5
687,25,0,1502,233,1,1,15
688,49,0,402,218,2,1,4
689,1,0,27,124,2,1,1
690,17,0,1946,182,1,1,20
691,26,0,23,144,2,1,1
692,38,0,362,181,2,1,4
693,28,0,1204,177,1,1,12
694,20,0,253,87,1,1,3
695,60,0,781,39,2,1,8
696,41,0,689,147,2,1,7
697,46,0,1411,144,2,1,14
698,14,0,2322,91,2,1,23
699,19,0,347,123,2,1,4
700,26,0,1322,25,1,1,13
701,22,0,549,51,1,1,5
702,27,0,494,248,1,1,5
703,14,0,1252,77,2,1,13
704,16,0,2123,230,2,1,21
705,38,0,853,217,1,1,8
706,6,0,2072,166,2,1,21
707,27,0,2116,75,1,1,21
708,4,0,826,133,2,1,8
709,3,0,1096,237,1,1,11
710,1,0,1577,159,2,1,16
711,28,0,2052,230,2,1,21
712,39,0,1336,46,1,1,13
713,24,0,1558,186,1,1,16
714,40,0,1022,134,1,1,10
715,57,0,1355,218,2,1,14
716,39,0,265,207,2,1,3
717,35,0,1666,211,2,1,17
718,42,0,1055,238,2,1,11
719,56,0,13,108,1,1,1
720,45,0,937,134,1,1,10
721,41,0,2323,165,2,1,23
722,18,0,1501,14,2,1,15
723,16,0,824,90,2,1,8
724,3,0,408,148,1,1,4
725,11,0,1193,33,1,1,12
726,11,0,1977,87,1,1,20
727,48,0,502,16,1,1,5
728,28,0,270,55,1,1,3
729,1,0,1721,249,1,1,17
730,25,0,1761,244,1,1,18
731,42,0,1862,202,2,1,19
732,29,0,1224,217,1,1,12
733,8,0,1485,184,2,1,15
734,24,0,1617,58,2,1,16
735,14,0,981,17,1,1,10
736,21,0,1659,36,1,1,17
737,22,0,1538,49,1,1,16
738,27,0,1284,250,2,1,13
739,24,0,1375,156,2,1,14
740,74,0,1651,100,2,1,17
741,81,0,271,53,2,1,3
742,23,0,1395,220,1,1,14
743,8,0,1486,44,2,1,15
744,24,0,2071,142,2,1,21
745,20,0,852,249,2,1,8
746,8,0,1753,43,1,1,18
747,42,0,618,80,2,1,6
748,20,0,664,1,2,1,7
749,46,0,2232,231,2,1,23
750,0,0,985,198,2,1,10
751,13,0,2185,199,2,1,22
752,26,0,727,234,2,1,7
753,15,0,1422,202,1,1,15
754,44,0,1510,50,2,1,15
755,15,0,619,22,1,1,6
756,17,0,512,2,2,1,5
757,56,0,671,4,1,1,7
758,81,0,282,189,1,1,3
759,35,0,2345,124,2,1,24
760,22,0,1762,57,1,1,18
761,29,0,2281,135,2,1,23
762,29,0,1259,229,1,1,13
763,12,0,200,241,2,1,2
764,99,0,2042,8,2,1,21
765,67,0,2417,142,2,1,24
766,23,0,388,35,1,1,4
767,14,0,222,232,1,1,3
768,16,0,128,180,1,1,2
769,42,0,281,67,1,1,3
770,21,0,281,78,2,1,3
771,1,0,2164,90,1,1,22
772,45,0,2445,218,2,1,24
773,58,0,2091,223,2,1,21
774,25,0,1378,2,2,1,14
775,16,0,898,34,2,1,9
776,29,0,1585,209,1,1,16
777,60,0,1360,244,2,1,14
778,19,0,2407,7,1,1,24
779,5,0,490,94,1,1,5
780,7,0,1956,42,1,1,20
781,19,0,326,70,1,1,3
782,3,0,870,37,2,1,9
783,31,0,2003,43,1,1,20
784,38,0,1683,43,1,1,17
785,7,0,1190,200,1,1,12
786,20,0,389,60,1,1,4
787,16,0,94,173,1,1,1
788,21,0,252,113,2,1,3
789,44,0,2222,193,1,1,22
790,35,0,410,205,1,1,4
791,29,0,514,65,1,1,5
792,21,0,2010,230,1,1,20
793,29,0,870,201,1,1,9
794,33,0,207,192,1,1,2
795,0,0,1761,109,1,1,18
796,20,0,1096,171,1,1,11
797,29,1,1522,180,1,1,16
798,38,0,1177,191,1,1,12
799,6,0,470,160,2,1,5
800,46,0,988,24,2,1,10
801,22,0,1100,94,2,1,11
802,64,0,1738,231,1,1,18
803,37,0,590,17,2,1,6
804,7,0,839,207,1,1,8
805,23,0,915,206,2,1,9
806,66,0,319,34,2,1,3
807,42,0,1924,92,2,1,19
808,44,0,1512,231,1,1,15
809,14,0,9,96,1,1,1
810,68,0,1392,143,2,1,14
811,12,0,2045,76,1,1,21
812,16,0,554,218,1,1,5
813,49,0,994,180,2,1,10
814,29,0,1905,243,1,1,19
815,34,0,1429,192,2,1,15
816,55,0,1558,147,2,1,16
817,28,0,1039,40,1,1,11
818,21,0,881,207,1,1,9
819,36,0,2497,193,1,1,25
820,32,0,2214,55,1,1,22
821,60,0,1252,156,1,1,13
822,42,0,1275,198,1,1,13
823,31,0,1147,2,2,1,12
824,20,0,1618,61,2,1,16
825,56,0,577,189,2,1,6
826,61,0,983,40,1,1,10
827,24,0,580,237,1,1,6
828,38,0,762,98,1,1,7
829,8,0,1643,50,1,1,17
830,25,0,805,132,1,1,8
831,49,0,759,11,2,1,7
832,24,0,2149,99,1,1,22
833,33,0,65,183,2,1,1
834,41,0,1639,223,2,1,16
835,8,0,736,234,1,1,7
836,24,0,607,192,1,1,6
837,27,0,847,127,1,1,8
