Agent_ID,Age,essential_worker,HouseID,WorkPlaceID,HospitalID,CemeteryID,Neighbourhood_ID
254,14,0,10765,1898,1,1,107
255,17,0,14999,1543,1,1,148
256,8,0,10399,1764,4,1,103
257,32,0,21532,252,5,1,215
258,41,0,22331,258,4,1,221
259,19,0,19308,237,1,1,192
260,39,0,3516,1935,4,1,35
261,17,0,22673,161,5,1,224
262,42,0,15152,156,4,1,150
263,28,0,8357,2499,5,1,83
264,18,0,500,1987,3,1,6
265,55,0,16582,2431,2,1,164
266,15,0,18374,2244,4,1,183
267,50,0,12364,1101,4,1,122
268,9,0,7296,536,2,1,71
269,43,0,17976,2005,5,1,178
270,22,0,3333,1783,5,1,33
271,15,0,19490,443,5,1,194
272,22,0,1451,1572,1,1,16
273,4,0,11376,2247,2,1,113
274,96,0,21768,338,2,1,217
275,23,0,8656,737,3,1,86
276,2,0,16479,2399,1,1,163
277,35,0,23313,870,3,1,230
278,42,0,6465,1795,1,1,64
279,8,0,8349,818,4,1,83
280,12,0,17251,440,3,1,171
281,67,0,4943,714,5,1,49
282,3,0,11992,1071,3,1,119
283,83,0,7945,2107,1,1,78
284,36,0,4507,2064,4,1,45
285,15,0,10173,817,4,1,100
286,5,0,121,66,2,1,2
287,85,0,13619,1988,5,1,134
288,22,0,3317,78,2,1,33
289,4,0,1047,534,5,1,12
290,19,0,2995,1517,4,1,30
291,41,0,19854,2055,2,1,198
292,10,0,11068,598,5,1,110
293,32,0,5626,2385,2,1,55
294,38,0,6066,2393,2,1,60
295,32,0,2343,1661,2,1,24
296,51,0,11006,270,2,1,109
297,29,0,40,1975,4,1,1
298,26,0,12264,1011,1,1,121
299,23,0,20900,2228,5,1,208
300,5,0,6340,1099,4,1,62
301,5,0,6732,2243,4,1,66
302,41,0,15091,267,5,1,149
303,32,0,22320,1639,1,1,221
304,21,0,5707,2243,5,1,56
305,5,0,327,231,3,1,4
306,28,0,15273,1773,5,1,151
307,18,0,3735,718,2,1,37
308,2,0,21771,922,5,1,217
309,60,0,21279,1132,5,1,213
310,5,0,5186,1618,4,1,51
311,25,0,17208,741,3,1,171
312,27,0,11014,1896,2,1,109
313,48,0,21740,2176,4,1,217
314,40,0,22861,1684,1,1,227
315,51,0,566,2103,1,1,7
316,29,0,15873,275,1,1,156
317,11,0,7673,1841,4,1,75
318,17,0,17133,1322,2,1,170
319,32,0,17985,238,4,1,178
320,24,0,23065,1976,5,1,228
321,17,0,23147,583,3,1,229
322,0,0,19778,1455,1,1,197
323,8,0,7068,549,5,1,69
324,94,0,21061,886,5,1,210
325,3,0,19297,199,5,1,192
326,46,0,10351,1640,5,1,102
327,1,0,18188,1071,1,1,181
328,21,0,23116,1246,1,1,228
329,17,0,15550,971,1,1,153
330,34,0,14854,597,3,1,147
331,63,0,4804,1863,5,1,48
332,47,0,7894,2344,2,1,78
333,28,0,4713,1177,5,1,47
334,30,0,11716,2199,2,1,116
335,12,0,19025,2062,3,1,189
336,42,0,15195,322,2,1,150
337,33,0,12396,1267,4,1,122
338,32,0,18360,2465,1,1,182
339,61,0,7831,397,3,1,77
340,0,0,16517,2274,5,1,163
341,44,0,18426,1801,5,1,183
342,26,0,4017,152,1,1,40
343,34,0,4262,1203,3,1,42
344,27,0,9731,443,2,1,96
345,6,0,18839,2191,5,1,187
346,7,0,23142,1358,1,1,229
347,12,0,8568,994,2,1,85
348,13,0,3547,1685,1,1,35
349,35,0,16411,792,1,1,163
350,61,0,18153,569,3,1,180
351,41,0,18090,558,3,1,180
352,59,0,235,1526,4,1,3
353,27,0,1243,1866,5,1,14
354,21,0,1776,585,3,1,19
355,16,0,13300,348,4,1,131
356,58,0,10643,2158,5,1,106
357,39,0,9327,652,2,1,92
358,48,0,18512,695,4,1,184
359,22,0,22858,1325,4,1,227
360,29,0,9922,567,4,1,98
361,52,0,12109,1032,5,1,120
362,21,0,17265,684,4,1,171
363,20,0,6259,10,4,1,62
364,53,0,20383,1824,4,1,203
365,1,0,21583,2077,1,1,216
366,17,0,15030,551,4,1,148
367,30,0,23889,1439,5,1,236
368,27,0,4378,453,2,1,43
369,9,0,24771,529,2,1,245
370,13,0,6840,1124,1,1,67
371,29,0,2115,1679,4,1,22
372,19,0,22875,1802,4,1,227
373,2,0,7371,405,1,1,72
374,10,0,2520,824,2,1,25
375,56,0,8340,1238,4,1,83
376,18,0,16448,847,3,1,163
377,17,0,18162,588,5,1,181
378,34,0,11728,2409,3,1,116
379,12,0,16883,6,1,1,167
380,53,0,20695,685,5,1,206
381,39,0,11209,738,5,1,111
382,23,0,11873,1217,3,1,118
383,20,0,10875,68,3,1,108
384,13,0,17755,2217,3,1,176
385,44,0,21757,2127,5,1,217
386,28,0,11145,479,3,1,111
387,44,0,3063,442,2,1,31
388,46,0,24459,1355,3,1,242
389,67,0,6851,2042,1,1,67
390,13,0,17041,686,3,1,169
391,57,0,10672,654,1,1,106
392,47,0,18893,2156,4,1,188
393,9,0,21958,1568,1,1,218
394,8,0,22821,1363,3,1,226
395,12,0,22137,2230,5,1,220
396,22,0,1994,1617,5,1,21
397,12,0,13929,2362,1,1,137
398,40,0,19419,61,1,1,193
399,28,0,21592,1197,5,1,216
400,68,0,15703,1190,5,1,155
401,34,0,16405,872,5,1,163
402,9,0,11467,998,4,1,114
403,9,0,9,1175,1,1,1
404,52,0,4412,2410,1,1,43
405,32,0,20836,1884,3,1,208
406,46,0,13910,2458,4,1,136
407,51,0,1263,2050,2,1,14
408,31,0,5197,2262,1,1,51
409,30,0,10997,146,5,1,109
410,29,0,13958,1257,3,1,137
411,60,0,17519,2059,5,1,173
412,86,0,8114,1615,1,1,81
413,35,0,9730,1116,2,1,96
414,36,0,20071,138,4,1,200
415,13,0,12464,2356,2,1,122
416,21,0,9931,1576,2,1,98
417,6,0,14601,91,3,1,144
418,8,0,12161,73,4,1,120
419,38,0,17624,1678,2,1,174
420,11,0,6091,355,1,1,60
421,8,0,1803,527,4,1,19
422,34,0,4657,1655,1,1,46
423,10,0,3290,237,2,1,33
424,2,0,14003,496,3,1,138
425,28,0,22175,1746,3,1,220
426,33,0,779,449,1,1,9
427,15,0,11309,1277,1,1,112
428,31,0,4081,858,4,1,41
429,29,0,11850,2341,1,1,117
430,16,0,24894,1677,4,1,247
431,3,0,5267,430,3,1,52
432,55,0,24718,1217,2,1,245
433,46,0,6335,1129,1,1,62
434,58,0,13430,600,3,1,132
435,39,0,2648,958,5,1,26
436,8,0,858,760,2,1,10
437,31,0,23915,2312,5,1,237
438,6,0,18614,574,1,1,185
439,24,0,20728,1012,2,1,207
440,52,0,13985,353,2,1,137
441,21,0,20183,191,2,1,201
442,9,0,3756,2399,5,1,37
443,15,0,8310,3,3,1,83
444,29,0,12722,1021,1,1,126
445,0,0,2419,1287,2,1,24
446,14,0,5686,396,2,1,56
447,27,0,5116,506,1,1,50
448,18,0,24184,647,3,1,239
449,0,0,3228,1939,5,1,32
450,18,0,4399,2246,3,1,43
451,59,0,3412,319,5,1,34
452,46,0,21461,66,3,1,214
453,33,0,24484,585,4,1,242
454,1,0,17670,1869,3,1,175
455,2,0,23827,462,1,1,236
456,9,0,16921,954,3,1,168
457,34,0,9791,2319,1,1,97
458,27,0,4882,1064,1,1,48
459,62,0,12771,1700,1,1,126
460,29,0,3412,1584,3,1,34
461,59,0,14411,732,4,1,142
462,10,0,15357,1670,4,1,151
463,54,0,17754,310,3,1,176
464,17,0,2471,703,4,1,25
465,46,0,4394,1301,3,1,43
466,42,0,22866,1484,1,1,227
467,23,0,20495,2036,2,1,204
468,6,0,2234,1126,3,1,22
469,22,0,4768,2286,5,1,47
470,39,0,21300,1009,2,1,213
471,16,0,10312,2270,1,1,102
472,24,0,9498,429,5,1,94
473,72,0,16619,971,3,1,165
474,24,0,18070,2290,5,1,179
475,63,0,11312,213,5,1,112
476,55,0,8675,1183,1,1,86
477,34,0,4987,2048,4,1,49
478,15,0,10325,548,3,1,102
479,15,0,12489,1396,5,1,122
480,36,0,24585,1188,5,1,243
481,9,0,13262,1187,5,1,130
482,20,0,12402,1286,5,1,122
483,47,0,14439,28,2,1,143
484,8,0,5350,898,2,1,52
485,10,0,12610,1689,3,1,124
486,14,0,24818,1622,2,1,246
487,42,0,12880,6,5,1,127
488,48,0,10228,1260,1,1,101
489,52,0,8241,674,3,1,82
490,15,0,15237,2146,1,1,150
491,65,0,2334,405,4,1,23
492,13,0,24832,1143,2,1,246
493,48,0,19623,2372,2,1,196
494,49,0,24392,1699,5,1,241
495,53,0,16755,1139,5,1,166
496,10,0,14108,1003,3,1,139
497,21,0,21320,255,2,1,213
498,1,0,10702,1764,3,1,106
499,32,0,23297,1561,1,1,230
500,21,0,10564,2421,2,1,104
501,68,0,16756,1426,3,1,166
502,22,0,11709,370,2,1,116
503,17,0,9281,849,3,1,92
504,3,0,23958,1603,2,1,237
505,31,0,6917,962,5,1,68
506,7,0,6323,685,5,1,62
507,33,0,6343,2139,2,1,62
508,8,0,5679,1666,4,1,56
509,25,0,14286,1730,2,1,141
510,44,0,21710,275,3,1,217
511,14,0,5134,2242,3,1,50
512,37,0,523,1418,1,1,6
513,10,0,21678,2152,4,1,216
514,28,0,11109,925,4,1,110
515,34,0,19341,850,1,1,193
516,34,0,11787,1273,5,1,117
517,1,0,10324,2191,4,1,102
518,52,0,21537,1332,2,1,215
519,66,0,7741,74,3,1,76
520,19,0,7363,582,1,1,72
521,33,0,8300,1261,1,1,83
522,62,0,3953,69,1,1,39
523,59,0,7903,304,1,1,78
524,4,0,12830,119,1,1,126
525,23,0,5029,2131,1,1,49
526,4,0,4145,1199,2,1,41
527,47,0,7723,394,1,1,76
528,17,0,12266,741,2,1,121
529,25,0,12999,2204,1,1,128
530,72,0,21085,269,5,1,210
531,61,0,12568,2438,3,1,123
532,31,0,22689,2022,4,1,225
533,50,0,23423,32,2,1,231
534,17,0,23512,2499,4,1,232
535,29,0,6466,503,5,1,64
536,54,0,2962,1703,3,1,29
537,9,0,5307,1475,1,1,52
538,34,0,7399,1437,2,1,72
539,39,0,22083,1671,2,1,220
540,16,0,20074,1432,2,1,200
541,45,0,10944,2396,2,1,109
542,2,0,8475,511,2,1,84
543,24,0,14136,1818,2,1,139
544,38,0,16618,2304,1,1,165
545,0,0,12908,2222,2,1,127
546,11,0,6526,1927,5,1,64
547,52,0,1597,2361,2,1,17
548,30,0,9201,1516,4,1,91
549,42,0,24996,748,4,1,247
550,49,0,3064,905,4,1,31
551,6,0,17416,2130,5,1,172
552,25,0,24600,1612,4,1,244
553,29,0,18537,1847,5,1,184
554,45,0,17277,741,5,1,171
555,31,0,24844,836,1,1,246
556,31,0,21720,1540,2,1,217
557,39,0,20605,1855,3,1,205
558,20,0,806,1334,4,1,9
559,28,0,4386,1973,4,1,43
560,10,0,21043,582,1,1,210
561,17,0,15005,1241,5,1,148
562,39,0,9868,1183,5,1,97
563,10,0,16255,1233,1,1,160
564,66,0,17476,431,2,1,173
565,17,0,12402,2461,5,1,122
566,29,0,22644,1750,5,1,224
567,30,0,7904,1641,2,1,78
568,38,0,14251,1427,3,1,140
569,60,0,23136,128,1,1,229
570,16,0,2580,909,3,1,26
571,28,0,2341,2123,4,1,24
572,32,0,2824,1136,5,1,28
573,25,0,15376,1180,4,1,152
574,21,0,7669,1616,2,1,75
575,39,0,16900,1660,2,1,167
576,37,0,21882,2483,1,1,218
577,16,0,10606,1946,5,1,105
578,53,0,11658,1417,2,1,116
579,22,0,7164,396,3,1,70
580,30,0,8878,929,4,1,88
581,8,0,11893,292,5,1,118
582,4,0,151,373,1,1,2
583,17,0,17505,2417,3,1,173
584,33,0,15108,1262,1,1,149
585,28,0,10254,1223,3,1,101
586,29,0,12271,7,3,1,121
587,14,0,21197,2163,2,1,211
588,25,0,5630,1703,3,1,55
589,23,0,11447,1363,5,1,113
590,43,0,24884,142,3,1,247
591,24,0,17377,2471,2,1,172
592,21,0,23603,1289,1,1,233
593,73,0,14183,2230,1,1,139
594,43,0,5773,1865,1,1,57
595,34,0,9433,2155,4,1,93
596,52,0,15854,2489,3,1,156
597,7,0,17856,108,4,1,177
598,19,0,15183,2201,4,1,150
599,11,0,2362,1507,4,1,24
600,31,0,19407,837,1,1,193
601,22,0,11202,286,1,1,111
602,47,0,9277,421,2,1,92
603,15,0,4137,1986,3,1,41
604,36,0,1935,1840,1,1,20
605,6,0,23047,114,5,1,228
606,34,0,3702,284,2,1,36
607,29,0,16533,816,1,1,164
608,27,0,11110,1754,5,1,110
609,6,0,22642,349,5,1,224
610,5,0,7629,799,1,1,75
611,25,0,19464,1757,2,1,194
612,27,0,7168,2348,3,1,70
613,14,0,9558,916,4,1,94
614,92,0,2498,1601,5,1,25
615,37,0,7627,1811,3,1,75
616,42,0,8064,340,5,1,80
617,95,0,5366,230,4,1,53
618,67,0,467,2053,1,1,5
619,27,0,14263,625,2,1,141
620,98,0,12051,794,3,1,119
621,27,0,20161,1545,5,1,201
622,96,0,12970,1092,4,1,127
623,36,0,8796,1875,3,1,87
624,13,0,18728,758,2,1,187
625,39,0,3706,808,3,1,36
626,31,0,9118,937,4,1,90
627,25,0,14133,262,3,1,139
628,49,0,1927,1070,2,1,20
629,68,0,16637,1526,1,1,165
630,24,0,21509,1961,2,1,215
631,5,0,18012,566,1,1,179
632,41,0,12537,2279,2,1,123
633,55,0,541,2381,4,1,6
634,20,0,10749,1063,2,1,107
635,12,0,22876,1879,5,1,227
636,56,0,18262,2131,3,1,181
637,19,0,16542,205,5,1,164
638,26,0,5223,328,1,1,51
639,17,0,19202,638,4,1,191
640,15,0,10176,156,5,1,100
641,99,0,15489,769,1,1,152
642,18,0,10958,39,2,1,109
643,25,0,2459,910,3,1,25
644,25,0,17687,2298,5,1,175
645,71,0,7276,75,2,1,71
646,65,0,8321,15,4,1,83
647,36,0,16939,898,3,1,168
648,38,0,24351,2180,4,1,241
649,20,0,5613,1001,5,1,55
650,20,0,3680,2214,3,1,36
651,3,0,7222,1333,3,1,71
652,27,0,3221,301,2,1,32
653,29,0,3272,209,5,1,32
654,22,0,5863,1018,4,1,58
655,32,0,7884,1171,3,1,78
656,28,0,9704,1118,4,1,96
657,20,0,3127,441,1,1,31
658,37,0,4505,1366,2,1,45
659,42,0,14410,979,3,1,142
660,24,0,24259,1298,4,1,240
661,47,0,14417,1659,1,1,142
662,38,0,14309,2149,5,1,141
663,19,0,7333,2190,5,1,72
664,1,0,2434,2216,4,1,24
665,48,0,5840,2369,4,1,58
666,26,0,1418,1050,4,1,15
667,51,0,17436,1751,3,1,172
668,12,0,20505,413,2,1,204
669,2,0,11642,551,1,1,115
670,14,0,8527,224,4,1,85
671,30,0,6169,2037,1,1,61
672,9,0,21466,219,2,1,214
673,52,0,9716,187,1,1,96
674,8,0,13791,1301,5,1,135
675,0,0,6660,1250,5,1,65
676,35,0,16809,2330,1,1,167
677,53,0,20623,747,2,1,206
678,1,0,3058,270,5,1,31
679,28,0,1913,208,5,1,20
680,22,0,6802,749,3,1,67
681,18,0,12309,1001,5,1,121
682,33,0,9277,357,5,1,92
683,37,0,3578,638,4,1,35
684,30,0,13947,397,3,1,137
685,43,0,23881,1017,3,1,236
686,47,0,3440,1226,1,1,34
687,0,0,13003,2097,3,1,128
688,39,0,19168,1950,5,1,190
689,35,0,15679,983,1,1,155
690,26,0,19127,1055,5,1,190
691,55,0,1145,1090,1,1,13
692,35,0,23489,1674,4,1,232
693,31,0,20384,2450,5,1,203
694,44,0,15528,1734,1,1,153
695,29,0,7820,1767,3,1,77
696,30,0,436,58,5,1,5
697,60,0,2696,2289,5,1,27
698,20,0,17408,17,1,1,172
699,25,0,15844,321,5,1,156
700,41,0,8901,828,3,1,88
701,27,0,10941,1299,5,1,109
702,42,0,8733,639,1,1,87
703,4,0,17015,1682,1,1,168
704,22,0,14880,1325,3,1,147
705,47,0,21091,1989,2,1,210
706,26,0,7704,1835,3,1,76
707,24,0,21844,1207,2,1,218
708,44,0,18470,337,2,1,184
709,15,0,7963,1792,2,1,79
710,59,0,2397,1145,3,1,24
711,55,0,16907,187,2,1,167
712,39,0,14867,228,1,1,147
713,23,0,18668,1292,2,1,186
714,30,0,19601,1878,3,1,195
715,8,0,18326,2299,2,1,182
716,43,0,7858,2138,3,1,78
717,32,0,7386,104,4,1,72
718,0,0,324,23,5,1,4
719,2,0,11382,2416,2,1,113
720,9,0,5690,2091,5,1,56
721,8,0,19896,594,1,1,199
722,2,0,7290,1533,3,1,71
723,37,0,6279,872,3,1,62
724,74,0,18548,295,1,1,184
725,67,0,1269,1300,4,1,15
726,11,0,11092,2063,4,1,110
727,70,0,17765,1070,5,1,176
728,7,0,19964,546,3,1,199
729,42,0,4525,368,5,1,45
730,28,0,20091,2415,1,1,200
731,59,0,22321,871,2,1,221
732,25,0,5192,1081,5,1,51
733,22,0,2819,1897,1,1,28
734,29,0,21119,898,3,1,211
735,9,0,11719,1402,4,1,116
736,66,0,21262,1060,2,1,212
737,44,0,7606,776,5,1,74
738,27,0,24404,243,2,1,242
739,25,0,23544,1098,5,1,233
740,10,0,5332,2325,3,1,52
741,33,0,24907,2420,2,1,247
742,10,0,13945,5,4,1,137
743,29,0,2351,919,4,1,24
744,8,0,12030,1371,5,1,119
745,4,0,11179,1688,4,1,111
746,16,0,15050,2124,5,1,149
747,35,0,6983,1499,3,1,68
748,9,0,6735,1334,3,1,66
749,16,0,10940,1536,2,1,109
750,11,0,19837,2387,1,1,198
751,3,0,8317,904,1,1,83
752,41,0,16800,2326,4,1,167
753,53,0,9632,1921,5,1,95
754,6,0,3471,492,3,1,35
755,33,0,5232,2188,1,1,52
756,4,0,20189,1065,1,1,201
757,43,0,3163,451,2,1,32
758,40,0,9853,81,5,1,97
759,26,0,20276,1681,4,1,202
760,19,0,18902,1616,1,1,188
761,18,0,3006,540,1,1,30
762,48,0,2644,1127,3,1,26
763,37,0,18146,307,2,1,180
764,1,0,20855,123,5,1,208
765,11,0,12389,337,4,1,122
766,14,0,5119,121,2,1,50
767,11,0,24788,164,2,1,245
768,19,0,16799,583,5,1,167
769,38,0,22582,2366,4,1,223
770,43,0,10775,2036,2,1,107
771,41,0,11707,1618,1,1,116
772,46,0,2796,1581,3,1,27
773,17,0,19752,275,1,1,197
774,60,0,7111,2149,1,1,70
775,34,0,15381,1206,3,1,152
776,55,0,23434,1629,5,1,231
777,1,0,15148,2017,3,1,150
778,10,0,20805,1203,1,1,207
779,60,0,7728,2112,1,1,76
780,20,0,15295,1679,3,1,151
781,34,0,17,560,4,1,1
782,53,0,21859,2062,5,1,218
783,8,0,5790,1985,1,1,57
784,1,0,24149,655,3,1,239
785,7,0,24187,616,4,1,239
786,1,0,18665,56,1,1,186
787,3,0,18839,895,3,1,187
788,16,0,21336,461,4,1,213
789,38,0,3843,513,2,1,38
790,15,0,3637,1760,4,1,36
791,30,0,2042,1157,4,1,21
