Agent_ID,Age,essential_worker,HouseID,WorkPlaceID,HospitalID
378,35,0,2418,40,1
379,80,0,2139,145,2
380,55,0,671,166,2
381,67,0,2296,34,2
382,10,0,478,95,2
383,82,0,1227,167,2
384,42,0,1644,225,2
385,15,0,1814,53,2
386,0,0,881,43,1
387,77,0,2471,196,1
388,57,0,1764,212,1
389,55,0,2301,72,1
390,71,0,864,130,1
391,39,0,1944,171,1
392,28,0,2358,112,2
393,4,0,1432,45,1
394,53,0,2002,109,1
395,39,0,1443,60,2
396,84,0,449,140,2
397,81,0,305,139,1
398,46,0,2069,198,2
399,79,0,1600,230,1
400,26,0,910,9,2
401,4,0,1817,220,1
402,11,0,1804,20,2
403,26,0,2095,108,2
404,5,0,2172,160,2
405,37,0,1061,160,2
406,28,0,686,144,2
407,26,0,286,52,2
408,27,0,2426,225,2
409,29,0,818,135,2
410,2,0,1361,98,2
411,3,0,56,192,2
412,56,0,1998,13,2
413,75,0,207,121,1
414,77,0,11,35,2
415,20,0,2147,232,2
416,48,0,419,172,1
417,13,0,442,208,1
418,81,0,1347,164,1
419,64,0,1273,236,2
420,44,0,271,230,1
421,0,0,887,76,2
422,0,0,524,213,2
423,78,0,1025,94,1
424,60,0,1401,133,1
425,34,0,1522,150,2
426,49,0,320,214,2
427,50,0,767,157,2
428,89,0,1575,201,1
429,74,0,899,205,1
430,49,0,1353,216,1
431,38,0,1823,34,2
432,60,0,672,33,2
433,27,0,1569,226,2
434,21,0,702,100,2
435,86,0,2108,22,1
436,64,0,2130,248,2
437,34,0,1581,102,2
438,49,0,1842,33,2
439,69,0,862,88,2
440,3,0,2048,133,2
441,48,0,1423,50,1
442,2,0,2270,97,1
443,94,0,1163,91,2
444,52,0,1020,144,2
445,32,0,113,93,2
446,60,0,658,92,2
447,52,0,208,21,1
448,78,0,2333,146,1
449,44,0,1241,33,1
450,71,0,1052,202,2
451,75,0,426,248,1
452,99,0,1413,85,1
453,20,0,1262,45,1
454,37,0,2099,21,2
455,37,0,2217,84,2
456,24,0,10,223,1
457,77,0,682,147,1
458,69,0,2281,203,1
459,22,0,49,226,1
460,58,0,1632,18,2
461,31,0,592,27,2
462,52,0,2431,207,1
463,10,0,1072,98,1
464,66,0,1717,247,2
465,90,0,2215,21,2
466,87,0,1054,144,1
467,69,0,1224,92,1
468,11,0,739,197,1
469,83,0,16,121,1
470,18,0,196,79,2
471,33,0,1445,241,2
472,15,0,1785,45,2
473,39,0,251,98,2
474,18,0,706,213,2
475,74,0,1660,114,2
476,78,0,2480,216,2
477,37,0,217,61,1
478,51,0,2284,201,1
479,24,0,569,239,2
480,12,0,2065,214,1
481,60,0,1638,102,1
482,2,0,432,29,2
483,79,0,917,193,1
484,14,0,309,128,2
485,98,0,2308,171,1
486,82,0,1680,89,2
487,21,0,2355,240,1
488,76,0,770,214,2
489,53,0,761,13,2
490,77,0,1568,133,2
491,18,0,1814,36,1
492,0,0,1100,112,2
493,76,0,1356,29,2
494,44,0,2332,130,1
495,98,0,539,94,1
496,36,0,1260,216,2
497,57,0,1479,188,2
498,14,0,633,153,1
499,81,0,1367,159,1
500,99,0,550,246,1
501,29,0,906,185,2
502,80,0,1628,66,1
503,37,0,634,159,2
504,32,0,1124,122,1
505,42,0,157,38,2
506,51,0,1633,109,2
507,50,0,1444,70,2
508,72,0,923,116,2
509,55,0,1664,210,1
510,15,0,1356,59,2
511,80,0,2180,110,2
512,43,0,2224,22,2
513,71,0,734,231,1
514,88,1,1602,0,1
515,50,0,1317,66,2
516,77,0,115,15,1
517,52,0,1109,145,1
518,3,0,341,8,2
519,83,0,2082,39,1
520,12,0,439,65,2
521,35,0,1909,171,2
522,48,0,1752,177,1
523,92,0,43,185,2
524,15,0,739,134,2
525,87,0,571,114,2
526,71,0,2073,52,1
527,8,0,1411,145,1
528,67,0,1145,34,2
529,33,0,1839,82,1
530,71,0,126,99,2
531,61,0,2347,108,1
532,55,0,1028,120,1
533,0,0,792,149,2
534,91,0,1075,224,2
535,27,0,1995,106,2
536,30,0,1958,73,1
537,38,0,2308,182,2
538,1,0,1041,158,2
539,95,0,1372,47,1
540,42,0,351,121,2
541,38,0,502,198,1
542,19,0,652,127,1
543,20,0,1062,189,1
544,82,0,1899,81,1
545,14,0,221,16,2
546,20,0,2313,239,2
547,61,0,1641,222,2
548,67,0,532,164,1
549,81,0,71,80,2
550,98,0,2208,151,2
551,39,0,923,230,1
552,22,0,320,37,2
553,41,0,1634,14,1
554,24,0,2237,226,2
555,67,0,192,23,1
556,32,0,2086,247,1
557,45,0,1450,7,1
558,5,0,266,114,1
559,85,0,552,50,1
560,79,0,2308,83,1
561,99,0,679,100,1
562,78,0,1442,154,1
563,97,0,1752,163,2
564,58,0,269,124,1
565,2,0,254,24,2
566,83,0,2018,213,2
567,1,0,1172,244,2
568,1,0,300,205,2
569,76,0,1888,109,2
570,98,0,587,133,2
571,87,0,1885,240,2
572,20,0,2430,56,1
573,61,0,1749,46,2
574,14,0,2485,36,1
575,99,0,1263,177,1
576,95,0,1275,216,1
577,57,0,1162,5,1
578,84,0,329,102,1
579,94,0,127,153,2
580,44,0,581,160,2
581,32,0,2202,5,1
582,52,0,1091,139,1
583,95,0,1397,172,1
584,90,0,1106,185,1
585,13,0,1487,161,1
586,99,0,1187,160,1
587,60,0,2310,83,1
588,35,0,273,6,1
589,81,0,1237,50,2
590,53,0,1759,62,1
591,21,0,1930,89,2
592,93,0,1325,122,2
593,80,0,84,92,1
594,88,0,806,33,1
595,19,0,710,57,1
596,36,0,842,199,2
597,67,0,578,200,1
598,91,0,2130,17,2
599,9,0,934,13,1
600,34,0,798,248,2
601,34,0,150,10,2
602,87,0,2138,115,2
603,34,0,679,127,1
604,48,0,2161,159,2
605,34,0,1085,132,1
606,27,0,683,224,1
607,48,0,2281,171,2
608,95,0,848,127,1
609,67,0,1471,56,2
610,79,0,1313,163,2
611,97,0,1121,50,2
612,83,0,1942,234,1
613,30,0,365,169,2
614,40,0,2038,103,2
615,96,0,2207,96,1
616,76,0,881,66,1
617,91,0,976,106,1
618,93,0,1238,245,2
619,8,0,1784,238,1
620,41,0,772,27,2
621,76,0,1588,36,2
622,68,0,1925,89,2
623,47,0,2252,79,1
624,47,0,2393,79,2
625,3,0,1746,106,1
626,0,0,2367,141,2
627,36,0,748,189,1
628,57,0,2296,184,1
629,6,0,241,232,1
630,40,0,857,156,1
631,84,0,400,188,1
632,41,0,657,241,2
633,37,0,1419,190,1
634,38,0,560,135,2
635,51,0,1841,61,1
636,31,0,1049,20,2
637,34,0,2348,185,2
638,88,0,2285,122,1
639,71,0,1911,76,1
640,81,0,921,43,1
641,3,0,753,2,1
642,48,0,1178,15,2
643,23,0,491,242,1
644,69,0,1536,218,2
645,71,0,1321,100,2
646,27,0,666,105,1
647,17,0,317,18,1
648,89,0,2296,3,1
649,32,0,1238,49,1
650,41,0,1729,209,1
651,11,0,450,247,1
652,65,0,1032,71,2
653,49,0,1804,172,2
654,90,0,1443,139,1
655,8,0,534,83,1
656,46,0,342,155,1
657,24,0,2464,23,1
658,11,0,1244,121,1
659,27,0,2474,160,2
660,40,0,722,160,1
661,96,0,801,37,1
662,64,0,402,205,1
663,2,0,1195,154,2
664,24,0,861,16,2
665,99,0,2185,145,1
666,3,0,1168,106,1
667,7,0,560,170,2
668,69,0,434,199,2
669,32,0,1205,196,2
670,34,0,2435,83,1
671,17,0,2410,243,2
672,10,0,286,54,1
673,94,0,935,34,2
674,44,0,1696,218,1
675,23,0,2430,72,2
676,29,0,1095,145,2
677,14,0,234,221,1
678,44,0,1583,1,1
679,11,0,1940,187,2
680,21,0,1403,241,2
681,23,0,2249,167,2
682,8,0,241,27,2
683,32,0,897,71,2
684,12,0,993,202,2
685,25,0,2317,219,2
686,86,0,133,187,1
687,15,0,645,61,1
688,0,0,608,245,2
689,32,0,1486,115,1
690,36,0,2362,203,2
691,61,0,1769,217,1
692,85,0,2053,118,1
693,40,0,1194,50,1
694,71,0,898,13,1
695,58,0,602,214,1
696,8,0,1764,222,1
697,16,0,1752,2,1
698,27,0,1992,60,2
699,9,0,2019,101,1
700,89,0,1267,209,1
701,1,0,721,182,2
702,95,0,2398,226,1
703,82,0,1889,113,1
704,37,0,2352,24,2
705,11,0,574,153,1
706,55,0,2238,35,1
707,14,0,1053,101,1
708,56,0,2346,30,2
709,60,0,2271,20,2
710,68,0,2016,224,2
711,73,0,2248,154,2
712,75,0,1487,199,1
713,41,0,2128,59,1
714,37,0,609,20,1
715,67,0,361,13,1
716,57,0,1918,203,1
717,83,0,550,192,1
718,76,0,1529,217,2
719,65,0,813,110,2
720,53,0,1510,102,1
721,55,0,962,69,2
722,44,0,1576,51,1
723,89,0,1589,201,1
724,57,0,816,179,1
725,79,0,1427,29,2
726,88,0,1140,3,2
727,8,0,257,225,1
728,76,0,705,75,1
729,67,0,1339,34,2
730,1,0,320,172,1
731,26,0,2259,222,2
732,31,0,2332,113,1
733,29,0,1491,79,1
734,19,0,2241,248,1
735,17,0,2065,77,2
736,91,0,327,192,1
737,67,0,305,246,2
738,88,0,88,34,1
739,84,0,1261,232,1
740,57,0,1177,178,1
741,40,0,1500,26,2
742,54,0,441,213,1
743,88,0,1972,216,2
744,55,0,876,50,2
745,6,0,831,6,2
746,72,0,405,219,2
747,46,0,1381,106,2
748,69,0,24,179,1
749,68,0,1167,235,2
750,77,0,352,214,1
751,34,0,1373,118,1
752,64,0,177,246,2
753,64,0,1797,109,1
754,90,0,1599,66,2
755,23,0,2417,184,1
756,19,0,1876,22,2
757,45,0,2293,142,1
758,39,0,2201,79,1
759,37,0,2010,242,1
760,93,0,1442,126,2
761,41,0,1831,168,2
762,86,0,1861,194,1
763,37,0,2071,142,1
764,76,0,1782,192,1
765,19,0,1468,230,2
766,65,0,1965,4,1
767,95,0,469,200,1
768,63,0,1994,39,1
769,73,0,1741,210,2
770,59,0,1979,129,1
771,48,0,873,49,2
772,72,0,933,213,1
773,86,0,398,23,2
774,79,0,8,185,2
775,55,0,152,117,1
776,94,0,2385,85,1
777,45,0,2363,223,2
778,94,0,1122,33,1
779,90,0,901,181,2
780,11,0,1050,97,2
781,99,0,1933,86,2
782,20,0,944,2,2
783,45,0,1574,76,2
784,97,0,24,20,1
785,91,0,1205,204,2
786,55,0,1774,231,1
787,77,0,218,221,2
788,64,0,2300,104,2
789,64,0,1763,94,1
790,29,0,2424,243,2
791,65,0,870,201,2
792,57,0,1971,135,2
793,77,0,2135,188,2
794,89,0,2074,55,1
795,51,0,1100,197,1
796,80,0,152,53,1
797,55,0,1427,51,1
798,78,0,2222,183,1
799,55,0,290,153,2
800,34,0,229,116,2
801,6,0,1977,36,2
802,65,0,1163,117,2
803,10,0,546,122,1
804,14,0,1170,246,2
805,31,0,1244,242,1
806,10,1,1014,0,2
807,49,0,2476,41,1
808,54,0,1640,131,2
809,33,0,791,132,1
810,44,0,1956,60,1
811,25,0,1578,174,1
812,24,0,57,57,1
813,35,0,574,216,1
814,5,0,1999,153,2
815,62,0,723,51,1
816,12,0,654,184,2
817,79,0,1682,122,2
818,34,0,2219,242,1
819,40,0,1729,203,2
820,86,0,148,181,2
821,48,0,632,214,1
822,57,0,1479,91,1
823,93,0,648,20,1
824,72,0,761,245,2
825,75,0,2437,240,1
826,59,0,1564,32,1
827,59,0,2449,137,1
828,73,0,1707,155,1
829,98,0,307,133,1
830,85,0,1674,135,1
831,89,0,1719,175,2
832,2,0,464,29,2
833,3,0,106,58,1
834,71,0,1527,243,2
835,94,0,2268,116,1
836,96,0,956,55,2
837,36,0,1076,211,1
838,27,0,1901,9,1
839,59,0,1180,194,1
840,71,1,2432,0,2
841,16,0,1922,179,2
842,29,0,716,95,1
843,87,0,1890,144,1
844,2,0,188,48,1
845,87,0,900,238,2
846,24,0,467,236,1
847,51,0,2084,155,2
848,27,0,2451,13,1
849,62,0,203,135,2
850,61,0,2103,113,2
851,16,0,1136,99,2
852,69,0,396,102,1
853,37,0,344,61,1
854,36,0,975,118,2
855,83,0,86,32,1
856,91,0,1052,50,1
857,41,1,2043,0,1
858,0,0,897,38,2
859,37,0,1136,174,1
860,82,0,425,92,1
861,25,0,2179,220,2
862,52,0,1229,8,1
863,83,0,2276,173,2
864,12,0,1160,191,2
865,36,0,1838,229,1
866,11,0,1912,31,1
867,30,0,738,60,1
868,49,0,1221,56,1
869,43,0,1623,202,1
870,10,0,2068,163,1
871,36,0,2036,234,1
872,79,0,389,181,2
873,46,0,2323,130,2
874,77,0,2110,212,2
875,36,0,1937,225,2
876,49,0,942,8,1
877,22,0,1018,56,2
878,82,0,503,35,1
879,63,0,1531,169,2
880,69,0,1877,193,2
881,72,0,1996,147,1
882,91,0,1792,232,2
883,66,0,2210,219,1
884,74,0,1586,137,2
885,59,0,2228,235,2
886,71,0,2136,52,1
887,9,0,2027,102,2
888,78,0,2060,199,2
889,73,0,311,25,1
890,82,0,2101,144,1
891,12,0,1793,28,2
892,20,0,1967,94,1
893,97,0,188,231,1
894,79,0,1062,147,2
895,61,0,834,117,2
896,15,0,816,12,1
897,53,0,1166,75,2
898,72,0,2026,191,1
899,67,0,622,177,1
900,55,0,2397,219,2
901,45,0,612,79,1
902,89,0,334,35,2
903,36,0,530,209,1
904,6,0,2036,163,1
905,21,0,1531,179,1
906,59,0,618,113,2
907,71,0,2104,182,2
908,99,0,779,28,2
909,54,0,322,24,1
910,46,0,1255,200,1
911,17,0,1245,159,2
912,64,0,293,104,1
913,77,0,900,47,1
914,74,0,1793,50,2
915,87,0,473,134,1
916,0,0,2081,70,2
917,49,0,543,175,1
918,60,0,966,23,1
919,61,0,1380,59,1
920,81,0,1341,247,2
921,8,0,158,153,1
922,68,0,628,95,2
923,60,0,1320,30,2
924,43,0,436,156,2
925,26,0,1800,181,2
926,64,0,2434,202,2
927,19,0,983,153,2
928,93,0,1748,213,1
929,35,0,2093,93,1
930,71,0,1086,106,2
931,49,0,2268,34,1
932,74,0,1507,123,1
933,64,0,287,145,1
934,2,0,107,231,1
935,44,0,846,220,1
936,53,0,2217,13,2
937,97,0,166,193,2
938,29,0,856,202,2
939,6,0,2367,190,1
940,86,0,727,101,2
941,39,0,1801,181,2
942,10,0,806,34,1
943,32,0,2177,177,2
944,47,0,1744,83,1
945,3,0,411,95,1
946,80,0,1061,184,1
947,9,0,2227,110,1
948,71,0,1263,104,1
949,60,0,2138,231,1
950,36,0,682,173,1
951,14,0,2192,244,1
952,8,0,1601,156,1
953,56,0,1876,156,1
954,79,0,1321,10,2
955,99,0,1737,181,1
956,46,0,559,127,2
957,51,0,1937,57,1
958,49,0,532,238,2
959,90,0,818,137,2
960,65,0,29,235,2
961,5,0,119,84,2
962,34,0,2061,27,2
963,83,0,1557,201,1
964,33,1,1532,0,1
965,7,0,516,244,2
966,86,0,1532,75,2
967,36,0,2054,73,1
968,41,0,1957,120,1
969,4,0,2322,219,2
970,55,0,1085,160,1
971,8,0,1920,35,1
972,34,0,2015,129,1
973,5,0,889,158,1
974,31,0,824,59,2
975,57,0,1112,247,2
976,98,0,1163,49,1
977,95,0,2238,103,2
978,89,0,1540,175,2
979,32,0,1684,223,2
980,20,0,1356,170,1
981,34,0,1072,170,1
982,80,0,594,69,2
983,26,0,1684,126,1
984,62,0,317,128,2
985,43,0,2129,185,2
986,6,0,1471,161,1
987,94,0,1469,69,1
988,55,0,2339,36,1
989,50,0,1609,238,2
990,71,0,1611,12,1
991,98,0,1967,32,2
992,24,0,2325,226,1
993,92,0,1100,51,2
994,91,0,1982,122,2
995,10,0,410,33,2
996,65,0,706,115,2
997,84,0,1343,180,1
998,18,0,1289,157,1
999,87,0,320,242,1
1000,8,0,421,106,1
1001,13,0,755,131,2
1002,35,0,921,31,1
1003,71,0,2392,175,1
1004,92,0,99,234,2
1005,49,0,2119,17,1
1006,23,0,894,35,1
1007,86,0,1660,200,1
1008,87,0,1376,12,1
1009,70,0,493,171,2
1010,90,0,204,51,2
1011,62,0,827,210,1
1012,83,0,20,237,1
1013,52,0,52,225,1
1014,33,0,1016,98,2
1015,78,0,2230,110,2
1016,27,0,233,37,1
1017,41,0,1770,80,1
1018,36,0,1871,131,2
1019,67,0,1986,208,2
1020,50,0,1847,152,1
1021,95,0,1959,25,2
1022,17,0,349,207,2
1023,45,0,2283,40,1
1024,42,0,1086,81,1
1025,0,0,1335,30,2
1026,81,0,1178,34,2
1027,69,0,1873,163,2
1028,25,0,2250,160,1
1029,39,0,2003,35,2
1030,13,0,2199,133,2
1031,51,0,378,146,1
1032,79,0,2325,170,1
1033,72,0,2152,57,1
1034,2,0,1789,100,1
1035,41,0,1929,240,1
1036,37,0,71,145,1
1037,11,0,1741,99,2
1038,83,0,984,177,2
1039,78,0,1612,200,1
1040,74,0,2072,30,1
1041,44,0,928,197,2
1042,33,0,1932,30,2
1043,87,0,2458,123,2
1044,40,0,273,102,2
1045,61,0,2144,79,2
1046,89,0,2482,78,2
1047,40,0,1240,189,2
1048,75,0,2466,57,2
1049,33,0,423,29,1
1050,68,0,895,67,1
1051,14,0,2183,216,2
1052,52,0,2012,131,2
1053,14,0,2465,66,1
1054,37,0,1699,96,2
1055,53,0,1491,223,2
1056,86,0,283,182,1
1057,23,0,1143,63,2
1058,10,0,1078,80,1
1059,63,0,1753,227,1
1060,0,0,419,237,2
1061,90,0,1080,239,1
1062,18,0,301,244,1
1063,7,0,532,248,1
1064,39,0,2026,201,2
1065,9,0,1785,126,2
1066,63,0,53,120,2
1067,10,0,1739,72,2
1068,32,0,1888,7,2
1069,32,0,1080,188,1
1070,32,0,1462,150,2
1071,40,0,1108,86,2
1072,31,0,1417,39,1
1073,60,0,1175,13,2
1074,3,0,2365,239,2
1075,98,0,810,115,1
1076,24,0,162,157,1
1077,97,0,1289,115,1
1078,84,0,2313,184,2
1079,20,0,2351,19,2
1080,29,0,2043,187,1
1081,32,0,1321,121,1
1082,19,0,188,42,1
1083,12,0,489,176,1
1084,12,0,597,236,2
1085,72,0,472,26,2
1086,8,0,230,32,1
1087,44,0,1592,132,2
1088,61,0,1184,130,1
1089,52,0,1543,15,1
1090,33,0,287,53,1
1091,48,0,2385,35,1
1092,21,0,1913,239,1
1093,14,0,2373,91,2
1094,6,0,2268,210,2
1095,24,0,371,101,1
