Agent_ID,Age,PublicTransport_Jobs,essential_worker,Adherence_to_Intervention,AdminUnitName,H_Lat,H_Lon,HID,school_id,WorkPlaceID,Hospital ID
56,97,1,0,0.2,some_village,0.15065134,0.82044876,1813,0,20,4
57,51,0,0,0.9,some_village,0.24081594,0.38709998,914,0,11,3
58,99,0,0,0.6,some_village,0.34963924,0.47485662,1741,0,36,4
59,31,0,0,0.4,some_village,0.5640471,0.21288556,1146,0,49,14
60,14,0,0,0.1,some_village,0.8027608,0.46460074,647,42,0,8
61,97,0,0,0.8,some_village,0.17857021,0.56183785,190,0,17,20
62,67,0,0,1.0,some_village,0.14353001,0.024950862,636,0,21,19
63,71,0,0,0.9,some_village,0.580031,0.8237013,1849,0,18,16
64,51,1,0,0.7,some_village,0.3846246,0.19072336,372,0,45,19
65,0,0,0,0.8,some_village,0.9486179,0.82938635,645,33,0,11
66,74,1,0,0.9,some_village,0.26466507,0.6396431,1115,0,49,6
67,26,1,0,0.2,some_village,0.35147357,0.808562,1902,0,40,19
68,69,1,0,0.0,some_village,0.014012277,0.8147673,1537,0,27,15
69,0,0,0,0.3,some_village,0.2605303,0.805524,2416,17,0,5
70,6,0,0,0.8,some_village,0.66817695,0.65573436,1525,47,0,6
71,58,0,0,0.5,some_village,0.0538764,0.04255575,120,0,39,19
72,91,1,0,0.4,some_village,0.09562665,0.02623856,2481,0,18,4
73,17,0,0,0.4,some_village,0.86771435,0.31400144,1731,20,0,9
74,79,0,0,0.7,some_village,0.42530978,0.38830072,1564,0,46,6
75,4,0,0,0.8,some_village,0.08248234,0.73897284,215,8,0,19
76,12,0,0,0.4,some_village,0.2439723,0.71472317,2256,41,0,6
77,88,0,0,0.9,some_village,0.038833737,0.69237465,1647,0,19,5
78,78,0,0,0.8,some_village,0.4781708,0.44379878,2224,0,17,1
79,28,0,0,0.7,some_village,0.19785821,0.14817923,2090,0,26,18
80,94,1,0,0.4,some_village,0.3206364,0.57356036,579,0,19,3
81,85,0,0,0.7,some_village,0.9369679,0.6549658,2431,0,36,18
82,83,1,0,0.3,some_village,0.19849443,0.10923928,972,0,34,20
83,33,0,0,0.5,some_village,0.12822592,0.9910483,2429,0,38,15
84,93,1,0,0.8,some_village,0.6846994,0.09059149,2297,0,13,8
85,32,1,0,0.6,some_village,0.011045337,0.70879024,1234,0,47,3
86,23,0,0,0.2,some_village,0.9276121,0.4411906,1229,42,0,19
87,95,0,0,0.3,some_village,0.45067394,0.9720356,502,0,48,20
88,4,0,0,0.2,some_village,0.26942945,0.09787673,762,12,0,8
89,0,0,0,0.6,some_village,0.4884563,0.0068734884,886,40,0,9
90,11,1,0,0.2,some_village,0.37237972,0.1914714,1109,34,0,4
91,84,0,0,0.8,some_village,0.8634679,0.35719383,410,0,16,5
92,16,0,0,0.8,some_village,0.7783145,0.81076336,1343,8,0,5
93,92,0,0,0.5,some_village,0.12770796,0.42341214,17,0,9,15
94,19,1,0,0.6,some_village,0.5847702,0.733607,1008,39,0,9
95,4,1,0,1.0,some_village,0.4645273,0.7908673,2088,38,0,6
96,88,1,0,0.1,some_village,0.1021775,0.69278836,1086,0,4,5
97,77,0,0,0.5,some_village,0.3482241,0.9801313,1962,0,20,2
98,69,0,0,0.7,some_village,0.6041294,0.32619637,2403,0,5,16
99,85,1,0,0.8,some_village,0.9392325,0.76758116,1255,0,37,15
100,20,0,0,0.5,some_village,0.75394446,0.1179297,1364,36,0,14
101,94,0,0,0.6,some_village,0.4354496,0.5838347,863,0,40,12
102,45,1,0,0.9,some_village,0.833828,0.7383682,1524,0,38,8
103,88,0,0,0.3,some_village,0.08811748,0.05916512,366,0,14,9
104,26,0,0,0.6,some_village,0.23013091,0.28050327,13,0,1,15
105,29,0,0,0.6,some_village,0.4985941,0.4858281,1507,0,34,7
106,31,0,0,0.7,some_village,0.713003,0.87000936,2286,0,14,16
107,55,1,0,0.3,some_village,0.2649042,0.21311009,1059,0,34,14
108,5,0,0,0.4,some_village,0.73521316,0.42226893,1745,39,0,20
109,12,0,0,0.0,some_village,0.20453262,0.8145847,1784,49,0,2
110,44,1,0,0.1,some_village,0.22501469,0.27507925,1080,0,5,2
111,58,0,0,0.1,some_village,0.9464172,0.90589786,2274,0,27,6
112,78,0,0,0.6,some_village,0.5337122,0.1988926,768,0,26,17
113,22,0,0,0.8,some_village,0.9910316,0.031272113,2257,34,0,14
114,97,1,0,0.0,some_village,0.9936217,0.651331,921,0,33,9
115,90,0,0,0.7,some_village,0.5756243,0.32911593,905,0,22,7
116,42,1,0,0.6,some_village,0.016375542,0.05100131,549,0,10,8
117,4,0,0,0.5,some_village,0.42998117,4.7826767E-4,191,26,0,17
118,27,0,0,0.2,some_village,0.010866642,0.70188254,1560,0,17,2
119,30,1,0,0.8,some_village,0.5314871,0.997896,525,0,25,16
120,27,1,0,0.0,some_village,0.6451127,0.9952038,1601,0,42,10
121,16,0,0,0.0,some_village,0.42048436,0.5536165,1386,34,0,12
122,26,1,0,0.6,some_village,0.92214733,0.22217935,1064,0,9,12
123,5,0,0,0.7,some_village,0.42474753,0.32110405,889,47,0,8
124,83,1,0,0.6,some_village,0.42904782,0.6877953,1392,0,27,17
125,46,0,0,0.7,some_village,0.2530378,0.97218704,1436,0,25,3
126,94,0,0,0.5,some_village,0.82775813,0.5150548,1916,0,26,3
127,42,0,0,0.1,some_village,0.8325807,0.1922993,1501,0,48,19
128,8,0,0,0.2,some_village,0.33355546,0.9591301,2265,44,0,6
129,66,0,0,0.3,some_village,0.055691063,0.47247934,2211,0,12,2
130,14,1,0,0.2,some_village,0.3947329,0.46652198,994,26,0,15
131,13,0,0,0.9,some_village,0.5347208,0.7078137,110,14,0,14
132,95,0,0,0.0,some_village,0.9645117,0.30643904,2057,0,41,19
133,28,0,0,0.1,some_village,0.48232,0.13994277,450,0,35,5
134,29,0,0,0.9,some_village,0.48732716,0.40629685,154,0,38,16
135,32,0,0,0.6,some_village,0.3784659,0.27322507,1435,0,32,2
136,42,0,0,0.1,some_village,0.46837956,0.19958657,1635,0,46,9
137,13,0,0,0.3,some_village,0.9583041,0.5248931,2180,3,0,11
138,16,0,0,0.0,some_village,0.6889513,0.302606,1187,20,0,7
139,15,0,0,0.1,some_village,0.8981864,0.5279577,1628,34,0,20
140,7,1,0,0.5,some_village,0.3845799,0.7560382,196,45,0,5
141,40,1,0,0.4,some_village,0.6077516,0.9907456,321,0,41,9
142,44,1,0,0.3,some_village,0.7027204,0.16138244,575,0,41,13
143,93,1,0,0.4,some_village,0.33752644,0.9632987,1380,0,17,9
144,18,0,0,0.0,some_village,0.9477985,0.16840237,2246,1,0,1
145,66,1,0,0.5,some_village,0.95003104,0.32310134,2095,0,49,7
146,73,0,0,0.1,some_village,0.84572047,0.24735516,695,0,26,6
147,25,0,0,0.8,some_village,0.49972492,0.044685543,863,0,16,14
148,67,0,0,0.6,some_village,0.50948155,0.33505332,2059,0,11,11
149,75,0,0,0.2,some_village,0.58770436,0.65614057,1021,0,39,20
150,88,1,0,0.2,some_village,0.5595444,0.6018026,2335,0,14,1
151,2,0,0,0.8,some_village,0.56676954,0.52280676,2304,1,0,15
152,79,0,0,0.2,some_village,0.9809361,0.5060066,734,0,17,15
153,96,0,0,0.3,some_village,0.22924715,0.91191715,1891,0,8,17
154,22,0,0,0.7,some_village,0.93676233,0.48012424,111,9,0,9
155,32,0,0,0.2,some_village,0.4754492,0.016619444,1830,0,50,11
156,39,0,0,0.1,some_village,0.6373719,0.9236563,536,0,19,4
157,62,0,0,0.1,some_village,0.92078847,0.25364786,2184,0,31,1
158,36,1,0,0.1,some_village,0.09817445,0.20050144,791,0,38,13
159,41,0,0,0.7,some_village,0.13686585,0.4665833,648,0,1,12
160,80,0,0,1.0,some_village,0.153112,0.47247583,2323,0,47,6
161,34,0,0,0.7,some_village,0.34115893,0.06152588,62,0,42,5
162,25,0,0,0.6,some_village,0.186136,0.75102603,2445,0,6,2
163,14,1,0,0.6,some_village,0.3024782,0.30970645,852,34,0,10
164,78,0,0,0.8,some_village,0.29507238,0.44667476,1688,0,30,11
165,92,0,0,0.0,some_village,0.17372793,0.85094064,1742,0,40,3
166,16,0,0,0.1,some_village,0.84181255,0.41368335,1661,21,0,11
167,40,0,0,0.7,some_village,0.06478965,0.51411676,1275,0,27,11
168,13,0,0,0.5,some_village,0.2006728,0.8072602,1171,35,0,5
169,64,0,0,0.7,some_village,0.8400755,0.66355747,2261,0,21,13
170,32,1,0,0.0,some_village,0.2680279,0.81332165,1736,0,6,11
171,16,0,0,0.6,some_village,0.8035843,0.66221577,1721,26,0,19
172,24,1,0,0.6,some_village,0.20349383,0.079864204,1952,48,0,5
173,94,0,0,0.3,some_village,0.9986473,0.77276367,1464,0,15,2
174,46,1,0,0.2,some_village,0.81324834,0.81035924,1711,0,19,20
175,48,1,0,0.1,some_village,0.1121158,0.041647732,381,0,2,8
176,27,1,0,1.0,some_village,0.4082632,0.16533649,1422,0,2,4
177,30,0,0,0.7,some_village,0.32812893,0.8454959,573,0,49,10
178,7,0,0,0.4,some_village,0.5335071,0.3738792,1951,47,0,19
179,29,0,0,0.6,some_village,0.75530446,0.7973415,2364,0,4,13
180,8,0,0,0.9,some_village,0.987966,0.60310644,1731,47,0,8
181,13,0,0,0.7,some_village,0.07521546,0.64090323,1339,32,0,5
182,16,0,0,0.6,some_village,0.08922899,0.005066395,1697,23,0,9
183,39,0,0,0.7,some_village,0.7249036,0.013361096,1904,0,5,10
184,54,0,0,0.1,some_village,0.96506333,0.26697427,905,0,8,6
185,58,1,0,0.1,some_village,0.87096196,0.9316016,2013,0,38,8
186,97,0,0,0.6,some_village,0.703213,0.7416969,2094,0,40,11
187,64,1,0,0.4,some_village,0.18716043,0.16071862,706,0,49,5
188,90,0,0,0.2,some_village,0.313344,0.8412737,593,0,22,5
189,94,1,0,0.7,some_village,0.4636376,0.7474053,164,0,36,20
190,87,0,0,1.0,some_village,0.82181454,0.7308409,1234,0,8,4
191,42,0,0,0.1,some_village,0.39979362,0.37413132,1199,0,5,1
192,17,0,0,0.0,some_village,0.018545091,0.34934872,1773,33,0,16
193,85,0,0,0.6,some_village,0.60074455,0.41573572,1737,0,42,12
194,91,1,0,0.9,some_village,0.6110431,0.041399002,1872,0,9,10
195,64,1,0,0.6,some_village,0.8480357,0.7389404,504,0,15,20
196,98,1,0,0.8,some_village,0.6103332,0.4004885,152,0,49,10
197,40,0,0,0.2,some_village,0.4746397,0.36975867,591,0,40,19
198,24,0,0,0.5,some_village,0.2828411,0.30449677,142,39,0,16
199,38,1,0,0.6,some_village,0.88088006,0.4217497,1452,0,46,12
200,1,1,0,0.7,some_village,0.984255,0.409544,1136,35,0,8
201,30,0,0,0.5,some_village,0.29312497,0.33135343,1283,0,9,20
202,74,0,0,0.5,some_village,0.69523066,0.1540333,1093,0,43,19
203,47,0,0,0.4,some_village,0.20998591,0.10972178,2320,0,3,8
204,13,1,0,0.2,some_village,0.10325509,0.30173075,1110,11,0,3
205,71,0,0,0.1,some_village,0.56041926,0.1496386,395,0,2,16
206,34,0,0,0.2,some_village,0.8159778,0.6508661,1301,0,48,7
207,97,1,0,0.6,some_village,0.70728284,0.90724415,1653,0,40,2
208,59,1,0,0.7,some_village,0.8632011,0.045578837,1624,0,7,9
209,45,0,0,0.9,some_village,0.051303446,0.6612873,1848,0,13,11
210,12,0,0,0.2,some_village,0.5840299,0.6437057,1792,12,0,18
211,61,0,0,0.8,some_village,0.87419176,0.571723,504,0,6,4
212,50,0,0,0.6,some_village,0.60034925,0.33945405,1020,0,10,20
213,90,1,0,1.0,some_village,0.83706397,0.07361668,1414,0,1,8
214,70,0,0,1.0,some_village,0.41293812,0.88573724,26,0,29,10
215,77,1,0,1.0,some_village,0.6025377,0.18098998,1947,0,37,8
216,66,0,0,0.9,some_village,0.5850329,0.9320067,217,0,35,13
217,47,0,0,0.6,some_village,0.7565638,0.5204198,759,0,4,4
218,46,1,0,0.3,some_village,0.17073572,0.63268024,1809,0,19,10
219,89,1,0,0.3,some_village,0.80684906,0.5742073,484,0,35,10
220,77,1,0,0.6,some_village,0.7927841,0.087881565,2495,0,7,5
221,73,0,0,0.4,some_village,0.95472014,0.46996033,1622,0,50,1
222,56,0,0,0.3,some_village,0.25621104,0.814124,1625,0,45,20
223,59,0,0,1.0,some_village,0.0692755,0.85381526,1716,0,18,13
224,50,0,0,0.5,some_village,0.1338343,0.3893193,426,0,18,17
225,48,0,0,0.9,some_village,0.70629877,0.53730434,2156,0,18,14
226,82,1,0,0.6,some_village,0.16796458,0.5372723,970,0,35,3
227,44,1,0,1.0,some_village,0.06931108,0.39525127,2459,0,6,15
228,1,0,0,0.1,some_village,0.7329282,0.69451743,850,22,0,11
229,79,0,0,0.8,some_village,0.82715315,0.76299983,152,0,45,20
230,43,1,0,0.5,some_village,0.5734328,0.14389539,1668,0,19,1
231,29,0,0,0.7,some_village,0.11478615,0.1757881,1049,0,27,20
232,93,1,0,0.0,some_village,0.70720214,0.71335095,59,0,35,5
233,99,0,1,0.8,some_village,0.70695865,0.64522153,726,0,31,1
234,2,0,0,0.4,some_village,0.48076797,0.7536916,1241,47,0,20
235,11,0,0,0.1,some_village,0.37571478,0.09480053,226,45,0,6
236,83,1,0,1.0,some_village,0.086322606,0.5337439,2385,0,50,12
237,24,0,0,0.5,some_village,0.58133787,0.69431585,490,48,0,12
238,37,1,0,0.4,some_village,0.46240497,0.78078216,576,0,35,19
239,15,0,0,0.9,some_village,0.11623907,0.23898673,1099,17,0,5
240,36,1,0,0.5,some_village,0.35315835,0.47725636,2031,0,1,18
241,22,1,0,1.0,some_village,0.6856279,0.10111904,580,30,0,9
242,18,1,0,0.4,some_village,0.48309046,0.14832783,704,22,0,17
243,27,1,0,0.0,some_village,0.3172208,0.062396646,1514,0,4,6
244,3,0,0,0.4,some_village,0.42046225,0.06794304,7,34,0,15
245,39,0,0,0.7,some_village,0.96689,0.23670721,758,0,21,16
246,58,0,0,0.6,some_village,0.20665121,0.65766263,1092,0,36,19
247,9,0,0,0.8,some_village,0.33427012,0.98026067,609,37,0,18
248,41,1,0,0.8,some_village,0.39639455,0.44032913,1402,0,22,17
249,28,1,0,0.5,some_village,0.21829104,0.01845944,2038,0,32,13
250,89,0,0,0.8,some_village,0.57548386,0.44628316,2267,0,40,17
251,3,0,0,0.7,some_village,0.9963358,0.76102716,1945,33,0,15
252,45,1,0,0.7,some_village,0.5533213,0.30797064,1451,0,4,15
253,28,0,0,0.2,some_village,0.022243202,0.91939235,224,0,6,12
254,92,0,0,0.4,some_village,0.21998477,0.29664916,259,0,16,17
255,98,0,0,0.2,some_village,0.5671017,0.4433952,915,0,50,9
256,94,0,0,0.4,some_village,0.9037831,0.7141183,964,0,49,8
257,29,0,0,0.3,some_village,0.11639118,0.7456152,840,0,30,1
258,64,0,0,0.4,some_village,0.03213328,0.51693016,2300,0,39,12
259,28,0,0,0.3,some_village,0.40500313,0.26576304,265,0,44,17
260,53,0,0,0.6,some_village,0.54113215,0.686971,1186,0,27,3
261,73,0,0,0.4,some_village,0.11055124,0.2430833,2054,0,42,7
262,16,0,0,0.5,some_village,0.029603004,0.42786312,893,43,0,10
263,65,0,0,0.6,some_village,0.055450797,0.2242372,1792,0,40,8
264,12,0,0,0.2,some_village,0.3929472,0.49182385,507,4,0,1
265,63,0,0,0.7,some_village,0.12733698,0.57042676,117,0,4,4
266,52,0,0,0.9,some_village,0.3104295,0.11323649,1645,0,50,1
267,27,0,0,0.5,some_village,0.92419773,0.93088484,1630,0,40,19
268,64,1,0,0.6,some_village,0.43392545,0.586944,2410,0,48,4
269,76,0,0,0.4,some_village,0.11580664,0.7431123,1570,0,3,5
270,97,1,0,0.8,some_village,0.3430372,0.76426315,294,0,2,4
271,3,0,0,0.2,some_village,0.8659954,0.33999306,2132,29,0,10
272,73,0,0,0.2,some_village,0.46371353,0.8751041,2316,0,36,4
273,11,1,0,0.2,some_village,0.5852059,0.8390878,1061,16,0,1
274,59,0,0,0.6,some_village,0.87296206,0.004152715,1832,0,5,12
275,14,0,0,0.0,some_village,0.39317173,0.78388083,2351,10,0,12
276,57,0,0,0.7,some_village,0.6884491,0.038784742,175,0,30,8
277,6,1,0,0.9,some_village,0.7020611,0.90659076,1574,12,0,18
278,0,0,0,1.0,some_village,0.32213706,0.906325,1484,38,0,9
279,57,1,0,0.8,some_village,0.65716517,0.92254907,390,0,35,16
280,41,0,0,0.3,some_village,0.98790586,0.42408025,370,0,47,1
281,48,0,1,0.6,some_village,0.37845778,0.5030052,130,0,24,13
282,34,0,0,0.2,some_village,0.7524255,0.47549552,2336,0,11,1
283,79,1,0,0.5,some_village,0.15542334,0.36201113,148,0,32,4
284,61,1,0,0.2,some_village,0.8543226,0.54101896,1005,0,47,4
285,85,1,0,0.9,some_village,0.87989014,0.51262385,1650,0,41,4
286,73,1,0,0.9,some_village,0.7531581,0.8057891,989,0,25,18
287,26,0,0,0.6,some_village,0.17212522,0.19758087,813,0,49,9
288,3,0,0,0.8,some_village,0.85499704,0.5543039,256,30,0,6
289,85,0,0,0.6,some_village,0.3218555,0.044272244,1021,0,35,6
290,27,1,0,0.5,some_village,0.90643454,0.6117082,2390,0,15,6
291,78,1,0,0.9,some_village,0.78158045,0.9523536,1585,0,1,3
292,84,0,0,0.7,some_village,0.19067955,0.55453235,1275,0,37,6
293,74,0,0,0.4,some_village,0.34848315,0.9826019,1385,0,50,4
294,27,1,0,1.0,some_village,0.25537252,0.5518535,942,0,35,12
295,10,0,0,0.0,some_village,0.031649947,0.66148794,1402,26,0,15
296,88,0,0,0.4,some_village,0.66210645,0.1361242,734,0,3,16
297,38,1,0,0.8,some_village,0.53670555,0.06869519,729,0,8,12
298,32,0,0,0.9,some_village,0.7087792,0.5826714,1464,0,43,3
299,89,0,0,0.1,some_village,0.46147358,0.6816881,2421,0,27,20
300,42,0,0,0.8,some_village,0.99531835,0.08607757,2425,0,16,6
301,99,0,0,0.5,some_village,0.63304234,0.7489457,1231,0,47,4
302,80,0,0,0.6,some_village,0.8558441,0.76541007,963,0,30,9
303,63,0,0,0.2,some_village,0.34742272,0.23479009,155,0,47,12
304,82,1,0,0.8,some_village,0.23590213,0.23237365,1307,0,10,10
305,67,0,1,0.3,some_village,0.85003716,0.54170585,570,0,34,7
306,45,0,0,0.1,some_village,0.92342937,0.4455374,1563,0,43,8
307,63,0,0,0.9,some_village,0.9137042,0.90357167,2471,0,18,18
308,91,0,0,0.2,some_village,0.6513594,0.12529343,1141,0,24,20
309,33,0,0,0.9,some_village,0.49889255,0.8665012,83,0,46,1
310,96,0,0,0.4,some_village,0.900615,0.7789674,153,0,23,12
311,55,0,0,0.1,some_village,0.6398371,0.74718595,1849,0,50,9
312,33,0,0,0.9,some_village,0.7845765,0.45595497,127,0,27,11
313,18,0,0,0.9,some_village,0.19220984,0.3163334,330,35,0,6
314,81,1,0,0.7,some_village,0.6496353,0.804352,1237,0,43,1
315,51,0,0,0.4,some_village,0.6697709,0.68818057,999,0,28,17
316,0,1,0,0.7,some_village,0.72962,0.60126865,1784,9,0,15
317,9,1,0,0.9,some_village,0.9692323,0.82108957,2409,32,0,10
318,65,0,0,0.2,some_village,0.5315011,0.029538691,922,0,7,11
319,2,0,0,0.9,some_village,0.38939285,0.05543804,658,12,0,20
320,64,0,0,0.9,some_village,0.48181456,0.12130809,705,0,43,11
321,1,0,0,0.7,some_village,0.51216733,0.6775502,2167,47,0,12
322,81,0,0,0.5,some_village,0.73067486,0.080358446,1491,0,41,20
323,61,1,0,0.7,some_village,0.6208752,0.18672782,1924,0,12,4
324,60,0,0,0.6,some_village,0.4749123,0.83498794,2418,0,32,19
325,90,0,0,0.6,some_village,0.09070653,0.9854114,1036,0,36,18
326,21,0,0,0.4,some_village,0.5151036,0.43357044,294,8,0,3
327,92,0,0,0.7,some_village,0.8455712,0.45313638,959,0,7,18
328,80,0,0,0.5,some_village,0.8489425,0.62182736,2229,0,26,13
329,41,0,0,0.2,some_village,0.28701657,0.4741289,2150,0,37,18
330,90,0,0,0.0,some_village,0.3622735,0.26430655,2479,0,24,10
331,12,1,0,0.6,some_village,0.34975517,0.41047037,1082,38,0,20
332,8,1,0,0.8,some_village,0.57783854,0.39350593,1397,40,0,7
333,33,0,0,0.9,some_village,0.9820836,0.62392306,328,0,46,9
334,77,1,0,0.2,some_village,0.63090396,0.8352716,1673,0,10,3
335,92,1,0,0.0,some_village,0.79311186,0.01205945,1482,0,11,1
336,79,0,0,0.2,some_village,0.37332445,0.32510453,7,0,43,10
337,46,0,0,0.3,some_village,0.53933954,0.7575514,2215,0,45,6
338,70,0,0,0.9,some_village,0.8165387,0.98800844,214,0,44,1
339,68,1,0,0.6,some_village,0.6086821,0.80528593,2333,0,37,19
340,93,0,0,0.7,some_village,0.9440099,0.60391444,869,0,34,15
341,47,1,0,0.7,some_village,0.62010866,0.84579605,1793,0,30,7
342,70,0,0,0.7,some_village,0.60206014,0.019189656,1753,0,20,11
343,45,1,0,0.9,some_village,0.20328629,0.42440695,1495,0,2,6
344,22,1,0,0.0,some_village,0.945554,0.54336977,1025,1,0,7
345,52,0,0,0.3,some_village,0.1510275,0.45136333,1987,0,3,16
346,3,1,0,1.0,some_village,0.058062553,0.1426397,1246,8,0,14
347,53,0,0,0.5,some_village,0.700461,0.55443466,2444,0,32,9
348,16,1,0,0.7,some_village,0.35818464,0.5111019,1365,33,0,14
349,37,0,0,0.3,some_village,0.039557755,0.43181455,1045,0,8,14
350,75,0,0,0.6,some_village,0.3035577,0.35340112,591,0,34,6
351,84,1,0,0.6,some_village,0.9679894,0.72880095,1162,0,41,15
352,62,0,0,0.9,some_village,0.3760153,0.77617663,144,0,47,10
353,76,0,0,0.4,some_village,0.298577,0.40926647,1529,0,8,12
354,1,0,0,0.2,some_village,0.1553505,0.10712212,1212,48,0,3
355,12,0,0,0.5,some_village,0.20150477,0.23850846,742,6,0,13
356,64,0,0,0.6,some_village,0.58117974,0.90945464,334,0,4,19
357,86,0,0,0.2,some_village,0.9210833,0.31052303,1220,0,16,6
358,48,1,0,0.6,some_village,0.0154874325,0.007926345,714,0,22,7
359,43,0,0,0.4,some_village,0.45163596,0.116500735,2034,0,17,5
360,81,0,0,0.5,some_village,0.41236067,0.20721203,1639,0,32,17
361,38,0,0,0.4,some_village,0.52851146,0.31895602,711,0,37,13
362,59,1,0,0.0,some_village,0.6380866,0.46652114,426,0,7,13
363,28,0,0,0.0,some_village,0.98981327,0.71397024,1230,0,15,16
364,58,0,0,0.5,some_village,0.74238783,0.6656837,1891,0,7,7
365,98,1,0,0.1,some_village,0.92238504,0.8860737,2282,0,11,16
366,72,0,0,0.7,some_village,0.84165543,0.48236328,1594,0,5,18
367,87,1,0,0.2,some_village,0.029953897,0.4904006,786,0,27,1
368,52,1,0,0.3,some_village,0.47946167,0.8920606,1473,0,25,16
369,1,0,0,0.6,some_village,0.8603033,0.911694,726,40,0,19
370,9,0,0,0.2,some_village,0.5413027,0.19297099,589,36,0,19
371,26,1,0,0.7,some_village,0.8843185,0.7371092,318,0,23,4
372,95,1,0,0.9,some_village,0.6547531,0.102081716,2334,0,25,4
373,52,0,0,0.1,some_village,0.4965173,0.14054692,591,0,40,13
374,67,0,0,0.0,some_village,0.3976751,0.85337955,2265,0,15,19
375,33,0,0,0.9,some_village,0.9443844,0.7421037,1603,0,5,3
376,6,0,0,0.3,some_village,0.7258313,0.5643397,1102,33,0,3
377,17,0,0,0.0,some_village,0.7716455,0.70062107,1581,24,0,8
378,30,0,0,0.5,some_village,0.19789529,0.55222976,367,0,10,4
